Specimen_Number,Specimen_Letter,Measurement_Type,Measurement_(mm),Locality_Num,Pit,Level_mean,Level_min,Level_max,Drawer,Higher_Classification,Family,MS_classification,Element,NISP,Details,Notes,Quadrant,GMM?,TeethCorrosion
29040,NA,Dentary_LDR,5.789,41229,1D/E,212.5,210,215,2.00E+04,lizard,Phrynosomatidae,cf. Phrynosoma douglasii species complex,dentary,1,1R,closed mk,75,NA,shaft
29042,NA,Dentary_LDR,8.071,41229,1D/E,212.5,210,215,2.00E+04,lizard,Phrynosomatidae,Phrynosoma,dentary,1,1R,NA,75,NA,crown
29043,NA,Dentary_LDR,6.682,41229,1D/E,212.5,210,215,2.00E+04,lizard,Phrynosomatidae,NA,dentary,1,1L,NA,100,NA,crown
29050,NA,Dentary_LDR,7.131,41229,1D/E,212.5,210,215,2.00E+04,lizard,Phrynosomatidae,NA,dentary,1,1R,NA,100,NA,crown
29051,NA,Dentary_LDR,6.225,41229,1D/E,212.5,210,215,2.00E+04,lizard,Phrynosomatidae,NA,dentary,1,1R,NA,75,NA,crown
29052,NA,Dentary_LDR,7.66,41229,1D/E,212.5,210,215,2.00E+04,lizard,Phrynosomatidae,NA,dentary,1,1R,NA,100,NA,none
29057,NA,Dentary_LDR,6.694,41229,1D/E,212.5,210,215,2.00E+04,lizard,Crotaphytidae,NA,dentary,1,1L,"wide teeth, tricuspid",75,NA,none
29058,NA,Dentary_LDR,9.312,41229,1D/E,212.5,210,215,2.00E+04,lizard,Scincidae,Scincinae,dentary,1,1R,NA,75,NA,crown
29065,NA,Frontal_GL,3.794,41229,1D/E,212.5,210,215,2.00E+04,lizard,Phrynosomatidae,NA,frontal,1,NA,NA,100,NA,NA
29065,NA,Frontal_PW,3.993,41229,1D/E,212.5,210,215,2.00E+04,lizard,Phrynosomatidae,NA,frontal,1,NA,NA,100,NA,NA
29065,NA,Frontal_SW,0.879,41229,1D/E,212.5,210,215,2.00E+04,lizard,Phrynosomatidae,NA,frontal,1,NA,NA,100,NA,NA
29066,NA,Frontal_GL,4.873,41229,1D/E,212.5,210,215,2.00E+04,lizard,Phrynosomatidae,NA,frontal,1,NA,NA,100,NA,NA
29066,NA,Frontal_SW,1.061,41229,1D/E,212.5,210,215,2.00E+04,lizard,Phrynosomatidae,NA,frontal,1,NA,NA,100,NA,NA
29067,NA,Frontal_GL,4.28,41229,1D/E,212.5,210,215,2.00E+04,lizard,Phrynosomatidae,NA,frontal,1,NA,NA,100,NA,NA
29067,NA,Frontal_PW,4.018,41229,1D/E,212.5,210,215,2.00E+04,lizard,Phrynosomatidae,NA,frontal,1,NA,NA,100,NA,NA
29067,NA,Frontal_SW,1.034,41229,1D/E,212.5,210,215,2.00E+04,lizard,Phrynosomatidae,NA,frontal,1,NA,NA,100,NA,NA
29068,NA,Frontal_GL,5.306,41229,1D/E,212.5,210,215,2.00E+04,lizard,Phrynosomatidae,NA,frontal,1,NA,NA,75,NA,NA
29068,NA,Frontal_SW,1.085,41229,1D/E,212.5,210,215,2.00E+04,lizard,Phrynosomatidae,NA,frontal,1,NA,NA,75,NA,NA
29069,NA,Frontal_GL,3.992,41229,1D/E,212.5,210,215,2.00E+04,lizard,Phrynosomatidae,NA,frontal,1,NA,NA,100,NA,NA
29069,NA,Frontal_PW,4.278,41229,1D/E,212.5,210,215,2.00E+04,lizard,Phrynosomatidae,NA,frontal,1,NA,NA,100,NA,NA
29069,NA,Frontal_SW,0.852,41229,1D/E,212.5,210,215,2.00E+04,lizard,Phrynosomatidae,NA,frontal,1,NA,NA,100,NA,NA
29070,NA,Frontal_GL,3.8,41229,1D/E,212.5,210,215,2.00E+04,lizard,Phrynosomatidae,NA,frontal,1,NA,NA,100,NA,NA
29070,NA,Frontal_SW,0.952,41229,1D/E,212.5,210,215,2.00E+04,lizard,Phrynosomatidae,NA,frontal,1,NA,NA,100,NA,NA
29071,NA,Frontal_GL,4.655,41229,1D/E,212.5,210,215,2.00E+04,lizard,Phrynosomatidae,NA,frontal,1,NA,NA,75,NA,NA
29071,NA,Frontal_SW,1.21,41229,1D/E,212.5,210,215,2.00E+04,lizard,Phrynosomatidae,NA,frontal,1,NA,NA,75,NA,NA
29079,NA,Maxilla_LDR,8.573,41229,1D/E,212.5,210,215,2.00E+04,lizard,Crotaphytidae,NA,maxilla,1,1L,"wide teeth, tricuspid",100,NA,none
29080,NA,Maxilla_LDR,7.235,41229,1D/E,212.5,210,215,2.00E+04,lizard,Crotaphytidae,NA,maxilla,1,1L,"wide teeth, tricuspid",75,NA,crown
29081,NA,Maxilla_LDR,5.921,41229,1D/E,212.5,210,215,2.00E+04,lizard,Phrynosomatidae,NA,maxilla,1,1L,eroded crown,100,NA,crown
29082,NA,Maxilla_LDR,5.163,41229,1D/E,212.5,210,215,2.00E+04,lizard,Phrynosomatidae,Phrynosoma,maxilla,1,1L,burned,75,NA,none
29086,NA,Maxilla_LDR,4.951,41229,1D/E,212.5,210,215,2.00E+04,lizard,Phrynosomatidae,NA,maxilla,1,1R,NA,75,NA,none
29087,NA,Maxilla_LDR,6.223,41229,1D/E,212.5,210,215,2.00E+04,lizard,Phrynosomatidae,NA,maxilla,1,1R,NA,100,NA,none
29089,NA,Maxilla_LDR,6.395,41229,1D/E,212.5,210,215,2.00E+04,lizard,Anguidae,Ophisaurus,maxilla,1,1R,NA,100,NA,none
29169,a,Articular_WR,2.186,41229,1D/E,212.5,210,215,2.00E+05,lizard,Phrynosomatidae,Morphotype A,surangular_articular,2,2L,NA,75,NA,NA
29169,b,Articular_WR,2.367,41229,1D/E,212.5,210,215,2.00E+05,lizard,Phrynosomatidae,Morphotype A,surangular_articular,2,2L,NA,75,NA,NA
29172,a,Frontal_GL,5.272,41229,1D/E,212.5,210,215,2.00E+05,lizard,Phrynosomatidae,NA,frontal,6,NA,NA,75,NA,NA
29172,b,Frontal_GL,4.216,41229,1D/E,212.5,210,215,2.00E+05,lizard,Phrynosomatidae,NA,frontal,6,NA,NA,75,NA,NA
29172,b,Frontal_SW,1.046,41229,1D/E,212.5,210,215,2.00E+05,lizard,Phrynosomatidae,NA,frontal,6,NA,NA,75,NA,NA
29172,c,Frontal_SW,1.424,41229,1D/E,212.5,210,215,2.00E+05,lizard,Phrynosomatidae,NA,frontal,6,NA,NA,75,NA,NA
29172,d,Frontal_GL,5.441,41229,1D/E,212.5,210,215,2.00E+05,lizard,Phrynosomatidae,NA,frontal,6,NA,NA,75,NA,NA
29172,d,Frontal_SW,1.182,41229,1D/E,212.5,210,215,2.00E+05,lizard,Phrynosomatidae,NA,frontal,6,NA,NA,75,NA,NA
29172,e,Frontal_GL,5.149,41229,1D/E,212.5,210,215,2.00E+05,lizard,Phrynosomatidae,NA,frontal,6,NA,NA,75,NA,NA
29172,e,Frontal_PW,4.501,41229,1D/E,212.5,210,215,2.00E+05,lizard,Phrynosomatidae,NA,frontal,6,NA,NA,75,NA,NA
29172,e,Frontal_SW,1.352,41229,1D/E,212.5,210,215,2.00E+05,lizard,Phrynosomatidae,NA,frontal,6,NA,NA,75,NA,NA
29172,NA,Frontal_GL,3.292,41229,1D/E,212.5,210,215,2.00E+05,lizard,Phrynosomatidae,NA,frontal,6,NA,NA,75,NA,NA
29172,NA,Frontal_SW,0.712,41229,1D/E,212.5,210,215,2.00E+05,lizard,Phrynosomatidae,NA,frontal,6,NA,NA,75,NA,NA
29175,a,Parietal_GL,3.181,41229,1D/E,212.5,210,215,2.00E+05,lizard,Phrynosomatidae,NA,parietal,7,NA,NA,75,NA,NA
29175,b,Parietal_GL,3.19,41229,1D/E,212.5,210,215,2.00E+05,lizard,Phrynosomatidae,NA,parietal,7,NA,NA,75,NA,NA
29175,d,Parietal_GL,2.577,41229,1D/E,212.5,210,215,2.00E+05,lizard,Phrynosomatidae,NA,parietal,7,NA,NA,75,NA,NA
29175,e,Parietal_GL,3.055,41229,1D/E,212.5,210,215,2.00E+05,lizard,Phrynosomatidae,NA,parietal,7,NA,NA,75,NA,NA
29175,f,Parietal_GL,3.257,41229,1D/E,212.5,210,215,2.00E+05,lizard,Phrynosomatidae,NA,parietal,7,NA,NA,75,NA,NA
29175,g,Parietal_GL,3.544,41229,1D/E,212.5,210,215,2.00E+05,lizard,Phrynosomatidae,NA,parietal,7,NA,NA,75,NA,NA
29175,c,Parietal_GL,3.189,41229,1D/E,212.5,210,215,2.00E+05,lizard,Phrynosomatidae,NA,parietal,7,NA,NA,75,NA,NA
29180,NA,Dentary_LDR,9.256,41229,1D/E,212.5,210,215,2.00E+05,lizard,Phrynosomatidae,cf. Phrynosoma douglasii species complex,dentary,1,1R,"closed mk, no tubercle",75,NA,none
29189,NA,Dentary_LDR,5.139,41229,1D/E,212.5,210,215,2.00E+05,lizard,Phrynosomatidae,NA,dentary,1,1L,NA,75,Yes,crown
29194,NA,Dentary_LDR,8.28,41229,1D/E,212.5,210,215,2.00E+05,lizard,Crotaphytidae,NA,dentary,1,1L,NA,75,NA,none
29195,NA,Dentary_LDR,7.371,41229,1D/E,212.5,210,215,2.00E+05,lizard,Phrynosomatidae,NA,dentary,1,1R,NA,75,NA,shaft
29196,NA,Dentary_LDR,6.716,41229,1D/E,212.5,210,215,2.00E+05,lizard,Phrynosomatidae,NA,dentary,1,1R,NA,75,NA,crown
29198,NA,Dentary_LDR,6.801,41229,1D/E,212.5,210,215,2.00E+05,lizard,Phrynosomatidae,NA,dentary,1,1R,NA,75,NA,crown
29199,NA,Dentary_LDR,6.168,41229,1D/E,212.5,210,215,2.00E+05,lizard,Phrynosomatidae,NA,dentary,1,1R,NA,75,NA,crown
29200,NA,Dentary_LDR,6.371,41229,1D/E,212.5,210,215,2.00E+05,lizard,Phrynosomatidae,NA,dentary,1,1R,NA,75,NA,crown
29209,NA,Dentary_LDR,7.262,41229,1D/E,212.5,210,215,2.00E+05,lizard,Phrynosomatidae,NA,dentary,1,1R,NA,100,NA,crown
29210,NA,Dentary_LDR,7.174,41229,1D/E,212.5,210,215,2.00E+05,lizard,Phrynosomatidae,NA,dentary,1,1R,NA,100,NA,shaft
29211,NA,Dentary_LDR,6.491,41229,1D/E,212.5,210,215,2.00E+05,lizard,Phrynosomatidae,NA,dentary,1,1R,NA,100,NA,shaft
29220,NA,Maxilla_LDR,5.139,41229,1D/E,212.5,210,215,2.00E+05,lizard,Phrynosomatidae,NA,maxilla,1,1L,NA,75,NA,crown
29223,NA,Maxilla_LDR,3.964,41229,1D/E,212.5,210,215,2.00E+05,lizard,Phrynosomatidae,NA,maxilla,1,1L,NA,75,NA,crown
29226,NA,Maxilla_LDR,5.421,41229,1D/E,212.5,210,215,2.00E+05,lizard,Phrynosomatidae,NA,maxilla,1,1L,NA,100,NA,crown
29245,NA,Maxilla_LDR,6.307,41229,1D/E,212.5,210,215,2.00E+05,lizard,Phrynosomatidae,NA,maxilla,1,1R,NA,75,NA,crown
29251,NA,Maxilla_LDR,9.521,41229,1D/E,212.5,210,215,2.00E+05,lizard,Crotaphytidae,NA,maxilla,1,1L,NA,100,NA,none
29252,NA,Maxilla_LDR,7.392,41229,1D/E,212.5,210,215,2.00E+05,lizard,Phrynosomatidae,Phrynosoma,maxilla,1,1R,NA,100,NA,none
29253,NA,Dentary_LDR,8.559,41229,1D/E,212.5,210,215,2.00E+05,lizard,Phrynosomatidae,Phrynosoma,dentary,1,1R,NA,75,NA,none
29255,NA,Dentary_LDR,7.502,41229,1D/E,212.5,210,215,2.00E+05,lizard,Phrynosomatidae,NA,dentary,1,1L,NA,100,NA,none
29256,NA,Maxilla_LDR,12.782,41229,1D/E,212.5,210,215,2.00E+05,lizard,Crotaphytidae,NA,maxilla,1,1R,NA,100,NA,none
29257,NA,Maxilla_LDR,13.602,41229,1D/E,212.5,210,215,2.00E+05,lizard,Crotaphytidae,NA,maxilla,1,1R,NA,100,NA,none
29259,NA,Dentary_LDR,6.627,41229,1D/E,217.5,215,220,2.00E+06,lizard,Phrynosomatidae,NA,dentary,1,1L,a.i.a.f notch present,100,NA,crown
29260,NA,Dentary_LDR,7.063,41229,1D/E,217.5,215,220,2.00E+06,lizard,Phrynosomatidae,NA,dentary,1,1R,NA,75,NA,none
29263,NA,Maxilla_LDR,5.448,41229,1D/E,217.5,215,220,2.00E+06,lizard,Phrynosomatidae,NA,maxilla,1,1L,"weak tricuspid, assymetric pa.pr",100,NA,none
29268,NA,Frontal_GL,4.771,41229,1D/E,217.5,215,220,2.00E+06,lizard,Phrynosomatidae,NA,frontal,1,NA,NA,100,NA,NA
29268,NA,Frontal_PW,4.267,41229,1D/E,217.5,215,220,2.00E+06,lizard,Phrynosomatidae,NA,frontal,1,NA,NA,100,NA,NA
29268,NA,Frontal_SW,1.125,41229,1D/E,217.5,215,220,2.00E+06,lizard,Phrynosomatidae,NA,frontal,1,NA,NA,100,NA,NA
29269,NA,Frontal_GL,4.207,41229,1D/E,217.5,215,220,2.00E+06,lizard,Phrynosomatidae,NA,frontal,1,NA,NA,100,NA,NA
29269,NA,Frontal_PW,4.178,41229,1D/E,217.5,215,220,2.00E+06,lizard,Phrynosomatidae,NA,frontal,1,NA,NA,100,NA,NA
29269,NA,Frontal_SW,0.983,41229,1D/E,217.5,215,220,2.00E+06,lizard,Phrynosomatidae,NA,frontal,1,NA,NA,100,NA,NA
29270,NA,Frontal_GL,4.657,41229,1D/E,217.5,215,220,2.00E+06,lizard,Phrynosomatidae,NA,frontal,1,NA,NA,100,NA,NA
29270,NA,Frontal_PW,3.846,41229,1D/E,217.5,215,220,2.00E+06,lizard,Phrynosomatidae,NA,frontal,1,NA,NA,100,NA,NA
29270,NA,Frontal_SW,1.012,41229,1D/E,217.5,215,220,2.00E+06,lizard,Phrynosomatidae,NA,frontal,1,NA,NA,100,NA,NA
29276,NA,Parietal_GL,3.242,41229,1D/E,217.5,215,220,2.00E+06,lizard,Phrynosomatidae,NA,parietal,1,NA,NA,75,NA,NA
29290,NA,Frontal_GL,4.431,41229,1D/E,222.5,220,225,2.00E+07,lizard,Phrynosomatidae,NA,frontal,1,NA,NA,100,NA,NA
29290,NA,Frontal_PW,4.086,41229,1D/E,222.5,220,225,2.00E+07,lizard,Phrynosomatidae,NA,frontal,1,NA,NA,100,NA,NA
29290,NA,Frontal_SW,1.26,41229,1D/E,222.5,220,225,2.00E+07,lizard,Phrynosomatidae,NA,frontal,1,NA,NA,100,NA,NA
29291,NA,Frontal_GL,4.914,41229,1D/E,222.5,220,225,2.00E+07,lizard,Phrynosomatidae,NA,frontal,1,NA,NA,100,NA,NA
29291,NA,Frontal_PW,5.001,41229,1D/E,222.5,220,225,2.00E+07,lizard,Phrynosomatidae,NA,frontal,1,NA,NA,100,NA,NA
29291,NA,Frontal_SW,1.034,41229,1D/E,222.5,220,225,2.00E+07,lizard,Phrynosomatidae,NA,frontal,1,NA,NA,100,NA,NA
29292,NA,Frontal_GL,5.113,41229,1D/E,222.5,220,225,2.00E+07,lizard,Phrynosomatidae,NA,frontal,1,NA,NA,100,NA,NA
29292,NA,Frontal_PW,5.258,41229,1D/E,222.5,220,225,2.00E+07,lizard,Phrynosomatidae,NA,frontal,1,NA,NA,100,NA,NA
29292,NA,Frontal_SW,1.14,41229,1D/E,222.5,220,225,2.00E+07,lizard,Phrynosomatidae,NA,frontal,1,NA,NA,100,NA,NA
29293,NA,Frontal_GL,4.406,41229,1D/E,222.5,220,225,2.00E+07,lizard,Phrynosomatidae,NA,frontal,1,NA,NA,100,NA,NA
29293,NA,Frontal_PW,4.567,41229,1D/E,222.5,220,225,2.00E+07,lizard,Phrynosomatidae,NA,frontal,1,NA,NA,100,NA,NA
29293,NA,Frontal_SW,1.001,41229,1D/E,222.5,220,225,2.00E+07,lizard,Phrynosomatidae,NA,frontal,1,NA,NA,100,NA,NA
29294,NA,Frontal_GL,4.617,41229,1D/E,222.5,220,225,2.00E+07,lizard,Phrynosomatidae,NA,frontal,1,NA,NA,100,NA,NA
29294,NA,Frontal_PW,4.718,41229,1D/E,222.5,220,225,2.00E+07,lizard,Phrynosomatidae,NA,frontal,1,NA,NA,100,NA,NA
29294,NA,Frontal_SW,1.344,41229,1D/E,222.5,220,225,2.00E+07,lizard,Phrynosomatidae,NA,frontal,1,NA,NA,100,NA,NA
29295,NA,Frontal_GL,4.637,41229,1D/E,222.5,220,225,2.00E+07,lizard,Phrynosomatidae,NA,frontal,1,NA,NA,100,NA,NA
29295,NA,Frontal_PW,4.78,41229,1D/E,222.5,220,225,2.00E+07,lizard,Phrynosomatidae,NA,frontal,1,NA,NA,100,NA,NA
29295,NA,Frontal_SW,1.036,41229,1D/E,222.5,220,225,2.00E+07,lizard,Phrynosomatidae,NA,frontal,1,NA,NA,100,NA,NA
29296,NA,Frontal_GL,5.741,41229,1D/E,222.5,220,225,2.00E+07,lizard,Phrynosomatidae,NA,frontal,1,NA,NA,100,NA,NA
29296,NA,Frontal_PW,5.303,41229,1D/E,222.5,220,225,2.00E+07,lizard,Phrynosomatidae,NA,frontal,1,NA,NA,100,NA,NA
29296,NA,Frontal_SW,1.192,41229,1D/E,222.5,220,225,2.00E+07,lizard,Phrynosomatidae,NA,frontal,1,NA,NA,100,NA,NA
29297,NA,Frontal_GL,5.362,41229,1D/E,222.5,220,225,2.00E+07,lizard,Phrynosomatidae,NA,frontal,1,NA,NA,100,NA,NA
29297,NA,Frontal_PW,5.173,41229,1D/E,222.5,220,225,2.00E+07,lizard,Phrynosomatidae,NA,frontal,1,NA,NA,100,NA,NA
29297,NA,Frontal_SW,1.103,41229,1D/E,222.5,220,225,2.00E+07,lizard,Phrynosomatidae,NA,frontal,1,NA,NA,100,NA,NA
29298,NA,Frontal_GL,5.616,41229,1D/E,222.5,220,225,2.00E+07,lizard,Phrynosomatidae,NA,frontal,1,NA,NA,100,NA,NA
29298,NA,Frontal_PW,5.089,41229,1D/E,222.5,220,225,2.00E+07,lizard,Phrynosomatidae,NA,frontal,1,NA,NA,100,NA,NA
29298,NA,Frontal_SW,1.295,41229,1D/E,222.5,220,225,2.00E+07,lizard,Phrynosomatidae,NA,frontal,1,NA,NA,100,NA,NA
29299,NA,Frontal_GL,5.419,41229,1D/E,222.5,220,225,2.00E+07,lizard,Phrynosomatidae,NA,frontal,1,NA,NA,100,NA,NA
29299,NA,Frontal_PW,5.405,41229,1D/E,222.5,220,225,2.00E+07,lizard,Phrynosomatidae,NA,frontal,1,NA,NA,100,NA,NA
29299,NA,Frontal_SW,1.229,41229,1D/E,222.5,220,225,2.00E+07,lizard,Phrynosomatidae,NA,frontal,1,NA,NA,100,NA,NA
29300,NA,Frontal_GL,5.052,41229,1D/E,222.5,220,225,2.00E+07,lizard,Phrynosomatidae,NA,frontal,1,NA,NA,100,NA,NA
29300,NA,Frontal_SW,1.349,41229,1D/E,222.5,220,225,2.00E+07,lizard,Phrynosomatidae,NA,frontal,1,NA,NA,100,NA,NA
29301,NA,Frontal_PW,5.379,41229,1D/E,222.5,220,225,2.00E+07,lizard,Phrynosomatidae,NA,frontal,1,NA,NA,100,NA,NA
29301,NA,Frontal_SW,1.23,41229,1D/E,222.5,220,225,2.00E+07,lizard,Phrynosomatidae,NA,frontal,1,NA,NA,100,NA,NA
29302,NA,Frontal_GL,5.441,41229,1D/E,222.5,220,225,2.00E+07,lizard,Phrynosomatidae,NA,frontal,1,NA,NA,100,NA,NA
29302,NA,Frontal_PW,4.519,41229,1D/E,222.5,220,225,2.00E+07,lizard,Phrynosomatidae,NA,frontal,1,NA,NA,100,NA,NA
29302,NA,Frontal_SW,1.194,41229,1D/E,222.5,220,225,2.00E+07,lizard,Phrynosomatidae,NA,frontal,1,NA,NA,100,NA,NA
29306,NA,Dentary_LDR,6.86,41229,1D/E,222.5,220,225,2.00E+07,lizard,Phrynosomatidae,NA,dentary,1,1L,NA,100,NA,crown
29308,NA,Dentary_LDR,9.087,41229,1D/E,222.5,220,225,2.00E+07,lizard,Phrynosomatidae,NA,dentary,1,1R,NA,75,NA,shaft
29309,NA,Dentary_LDR,6.92,41229,1D/E,222.5,220,225,2.00E+07,lizard,Phrynosomatidae,NA,dentary,1,1R,NA,75,NA,shaft
29310,NA,Dentary_LDR,6.845,41229,1D/E,222.5,220,225,2.00E+07,lizard,Phrynosomatidae,NA,dentary,1,1R,NA,100,NA,crown
29311,NA,Dentary_LDR,7.588,41229,1D/E,222.5,220,225,2.00E+07,lizard,Phrynosomatidae,NA,dentary,1,1R,NA,75,NA,crown
29313,NA,Dentary_LDR,6.959,41229,1D/E,222.5,220,225,2.00E+07,lizard,Phrynosomatidae,NA,dentary,1,1R,NA,75,NA,crown
29316,NA,Dentary_LDR,9.058,41229,1D/E,222.5,220,225,2.00E+07,lizard,Phrynosomatidae,cf. Phrynosoma douglasii species complex,dentary,1,1L,"closed mk, no tubercle",75,NA,crown
29317,NA,Dentary_LDR,7.915,41229,1D/E,222.5,220,225,2.00E+07,lizard,Phrynosomatidae,cf. Phrynosoma douglasii species complex,dentary,1,1L,"closed mk, no tubercle",75,NA,crown
29318,NA,Dentary_LDR,8.907,41229,1D/E,222.5,220,225,2.00E+07,lizard,Phrynosomatidae,cf. Phrynosoma douglasii species complex,dentary,1,1L,"closed mk, no tubercle",75,NA,crown
29320,NA,Maxilla_LDR,6.264,41229,1D/E,222.5,220,225,2.00E+07,lizard,Phrynosomatidae,Phrynosoma,maxilla,1,1L,NA,100,NA,none
29322,NA,Maxilla_LDR,6.176,41229,1D/E,222.5,220,225,2.00E+07,lizard,Phrynosomatidae,Phrynosoma,maxilla,1,1R,NA,100,NA,none
29326,NA,Frontal_GL,5.44,41229,1C,222.5,220,225,2.00E+07,lizard,Phrynosomatidae,NA,frontal,1,NA,NA,100,NA,NA
29326,NA,Frontal_SW,1.176,41229,1C,222.5,220,225,2.00E+07,lizard,Phrynosomatidae,NA,frontal,1,NA,NA,100,NA,NA
29328,NA,Dentary_LDR,5.345,41229,1C,222.5,220,225,2.00E+07,lizard,Phrynosomatidae,NA,dentary,1,1R,no teeth preserved,75,NA,NA
29329,NA,Dentary_LDR,7.353,41229,1C,222.5,220,225,2.00E+07,lizard,Phrynosomatidae,NA,dentary,1,1R,NA,100,Yes,shaft
29330,NA,Dentary_LDR,6.743,41229,1C,222.5,220,225,2.00E+07,lizard,Phrynosomatidae,NA,dentary,1,1R,NA,75,NA,shaft
29332,NA,Dentary_LDR,7.097,41229,1C,222.5,220,225,2.00E+07,lizard,Phrynosomatidae,NA,dentary,1,1R,NA,100,NA,none
29335,NA,Maxilla_LDR,6.801,41229,1C,222.5,220,225,2.00E+07,lizard,Phrynosomatidae,Phrynosoma,maxilla,1,1L,burned,100,NA,none
29354,NA,Dentary_LDR,8.177,41229,1D/E,227.5,225,230,2.00E+08,lizard,Phrynosomatidae,NA,dentary,1,1L,NA,100,Yes,shaft
29355,NA,Frontal_GL,4.938,41229,1D/E,227.5,225,230,2.00E+08,lizard,Phrynosomatidae,NA,frontal,1,NA,NA,75,NA,NA
29355,NA,Frontal_PW,4.546,41229,1D/E,227.5,225,230,2.00E+08,lizard,Phrynosomatidae,NA,frontal,1,NA,NA,75,NA,NA
29355,NA,Frontal_SW,1.11,41229,1D/E,227.5,225,230,2.00E+08,lizard,Phrynosomatidae,NA,frontal,1,NA,NA,75,NA,NA
29356,NA,Frontal_GL,5.024,41229,1D/E,227.5,225,230,2.00E+08,lizard,Phrynosomatidae,NA,frontal,1,NA,NA,100,NA,NA
29356,NA,Frontal_PW,4.334,41229,1D/E,227.5,225,230,2.00E+08,lizard,Phrynosomatidae,NA,frontal,1,NA,NA,100,NA,NA
29356,NA,Frontal_SW,1.111,41229,1D/E,227.5,225,230,2.00E+08,lizard,Phrynosomatidae,NA,frontal,1,NA,NA,100,NA,NA
29357,NA,Frontal_GL,4.93,41229,1D/E,227.5,225,230,2.00E+08,lizard,Phrynosomatidae,NA,frontal,1,NA,burned,100,NA,NA
29357,NA,Frontal_PW,4.824,41229,1D/E,227.5,225,230,2.00E+08,lizard,Phrynosomatidae,NA,frontal,1,NA,burned,100,NA,NA
29357,NA,Frontal_SW,1.242,41229,1D/E,227.5,225,230,2.00E+08,lizard,Phrynosomatidae,NA,frontal,1,NA,burned,100,NA,NA
29358,NA,Frontal_GL,5.532,41229,1D/E,227.5,225,230,2.00E+08,lizard,Phrynosomatidae,NA,frontal,1,NA,NA,100,NA,NA
29358,NA,Frontal_PW,5.418,41229,1D/E,227.5,225,230,2.00E+08,lizard,Phrynosomatidae,NA,frontal,1,NA,NA,100,NA,NA
29358,NA,Frontal_SW,1.022,41229,1D/E,227.5,225,230,2.00E+08,lizard,Phrynosomatidae,NA,frontal,1,NA,NA,100,NA,NA
29360,NA,Frontal_GL,5.168,41229,1D/E,227.5,225,230,2.00E+08,lizard,Phrynosomatidae,NA,frontal,1,NA,NA,100,NA,NA
29360,NA,Frontal_PW,5.075,41229,1D/E,227.5,225,230,2.00E+08,lizard,Phrynosomatidae,NA,frontal,1,NA,NA,100,NA,NA
29360,NA,Frontal_SW,1.11,41229,1D/E,227.5,225,230,2.00E+08,lizard,Phrynosomatidae,NA,frontal,1,NA,NA,100,NA,NA
29361,NA,Frontal_GL,4.955,41229,1D/E,227.5,225,230,2.00E+08,lizard,Phrynosomatidae,NA,frontal,1,NA,NA,100,NA,NA
29361,NA,Frontal_PW,4.23,41229,1D/E,227.5,225,230,2.00E+08,lizard,Phrynosomatidae,NA,frontal,1,NA,NA,100,NA,NA
29361,NA,Frontal_SW,1.124,41229,1D/E,227.5,225,230,2.00E+08,lizard,Phrynosomatidae,NA,frontal,1,NA,NA,100,NA,NA
29362,NA,Frontal_GL,5.252,41229,1D/E,227.5,225,230,2.00E+08,lizard,Phrynosomatidae,NA,frontal,1,NA,NA,100,NA,NA
29362,NA,Frontal_PW,5.673,41229,1D/E,227.5,225,230,2.00E+08,lizard,Phrynosomatidae,NA,frontal,1,NA,NA,100,NA,NA
29362,NA,Frontal_SW,1.255,41229,1D/E,227.5,225,230,2.00E+08,lizard,Phrynosomatidae,NA,frontal,1,NA,NA,100,NA,NA
29363,NA,Frontal_GL,4.506,41229,1D/E,227.5,225,230,2.00E+08,lizard,Phrynosomatidae,NA,frontal,1,NA,NA,100,NA,NA
29363,NA,Frontal_PW,4.978,41229,1D/E,227.5,225,230,2.00E+08,lizard,Phrynosomatidae,NA,frontal,1,NA,NA,100,NA,NA
29363,NA,Frontal_SW,1.1,41229,1D/E,227.5,225,230,2.00E+08,lizard,Phrynosomatidae,NA,frontal,1,NA,NA,100,NA,NA
29364,NA,Frontal_GL,5.255,41229,1D/E,227.5,225,230,2.00E+08,lizard,Phrynosomatidae,NA,frontal,1,NA,NA,100,NA,NA
29364,NA,Frontal_SW,1.269,41229,1D/E,227.5,225,230,2.00E+08,lizard,Phrynosomatidae,NA,frontal,1,NA,NA,100,NA,NA
29365,NA,Frontal_GL,4.744,41229,1D/E,227.5,225,230,2.00E+08,lizard,Phrynosomatidae,NA,frontal,1,NA,NA,100,NA,NA
29365,NA,Frontal_PW,5.195,41229,1D/E,227.5,225,230,2.00E+08,lizard,Phrynosomatidae,NA,frontal,1,NA,NA,100,NA,NA
29365,NA,Frontal_SW,1.282,41229,1D/E,227.5,225,230,2.00E+08,lizard,Phrynosomatidae,NA,frontal,1,NA,NA,100,NA,NA
29368,NA,Maxilla_LDR,6.417,41229,1D/E,227.5,225,230,2.00E+08,lizard,Phrynosomatidae,Phrynosoma,maxilla,1,1R,NA,100,NA,none
29369,NA,Maxilla_LDR,6.309,41229,1D/E,227.5,225,230,2.00E+08,lizard,Phrynosomatidae,Phrynosoma,maxilla,1,1R,NA,100,NA,none
29370,NA,Maxilla_LDR,6.679,41229,1D/E,227.5,225,230,2.00E+08,lizard,Phrynosomatidae,Phrynosoma,maxilla,1,1R,NA,75,NA,shaft
