Specimen_Number,Specimen_Letter,Measurement_Type,Measurement_(mm),Locality_Num,Pit,Level_mean,Level_min,Level_max,Drawer,Higher_Classification,Family,MS_classification,Element,NISP,Details,Notes,Quadrant,GMM?,TeethCorrosion
27262,NA,Frontal_GL,5.23,41229,1B,67.5,65,70,2A16,lizard,Phrynosomatidae,NA,frontal,1,NA,NA,100,NA,NA
27262,NA,Frontal_PW,4.358,41229,1B,67.5,65,70,2A16,lizard,Phrynosomatidae,NA,frontal,1,NA,NA,100,NA,NA
27262,NA,Frontal_SW,1.106,41229,1B,67.5,65,70,2A16,lizard,Phrynosomatidae,NA,frontal,1,NA,NA,100,NA,NA
27267,NA,Dentary_LDR,8.082,41229,1C,67.5,65,70,2A16,lizard,Scincidae,Scincinae,dentary,1,1L,"unicuspid, striated teeth",75,NA,none
27271,NA,Frontal_GL,4.54,41229,1C,67.5,65,70,2A16,lizard,Phrynosomatidae,NA,frontal,1,NA,NA,75,NA,NA
27271,NA,Frontal_PW,4.447,41229,1C,67.5,65,70,2A16,lizard,Phrynosomatidae,NA,frontal,1,NA,NA,75,NA,NA
27271,NA,Frontal_SW,0.842,41229,1C,67.5,65,70,2A16,lizard,Phrynosomatidae,NA,frontal,1,NA,NA,75,NA,NA
27272,NA,Frontal_GL,5.401,41229,1C,67.5,65,70,2A16,lizard,Teiidae,Teiinae,frontal,1,NA,NA,75,NA,NA
27272,NA,Frontal_SW,1.082,41229,1C,67.5,65,70,2A16,lizard,Teiidae,Teiinae,frontal,1,NA,NA,75,NA,NA
27272,NA,Frontal_PW,3.565,41229,1C,67.5,65,70,2A16,lizard,Teiidae,Teiinae,frontal,1,NA,NA,75,NA,NA
27280,NA,Frontal_GL,5.421,41229,1D,67.5,65,70,2A16,lizard,Phrynosomatidae,NA,frontal,1,NA,NA,75,NA,NA
27280,NA,Frontal_SW,1.231,41229,1D,67.5,65,70,2A16,lizard,Phrynosomatidae,NA,frontal,1,NA,NA,75,NA,NA
27280,NA,Frontal_PW,4.984,41229,1D,67.5,65,70,2A16,lizard,Phrynosomatidae,NA,frontal,1,NA,NA,75,NA,NA
27283,NA,Parietal_GL,2.779,41229,1D,67.5,65,70,2A16,lizard,Phrynosomatidae,NA,parietal,1,NA,NA,100,NA,NA
27283,NA,Parietal_GW,4.097,41229,1D,67.5,65,70,2A16,lizard,Phrynosomatidae,NA,parietal,1,NA,NA,100,NA,NA
27286,NA,Frontal_GL,5.447,41229,1,72.5,70,75,2B2,lizard,Phrynosomatidae,NA,frontal,1,NA,NA,100,NA,NA
27286,NA,Frontal_PW,4.896,41229,1,72.5,70,75,2B2,lizard,Phrynosomatidae,NA,frontal,1,NA,NA,100,NA,NA
27286,NA,Frontal_SW,0.987,41229,1,72.5,70,75,2B2,lizard,Phrynosomatidae,NA,frontal,1,NA,NA,100,NA,NA
27287,NA,Frontal_GL,5.434,41229,1,72.5,70,75,2B2,lizard,Phrynosomatidae,NA,frontal,1,NA,NA,100,NA,NA
27287,NA,Frontal_PW,5.035,41229,1,72.5,70,75,2B2,lizard,Phrynosomatidae,NA,frontal,1,NA,NA,100,NA,NA
27287,NA,Frontal_SW,1.017,41229,1,72.5,70,75,2B2,lizard,Phrynosomatidae,NA,frontal,1,NA,NA,100,NA,NA
27290,NA,Maxilla_LDR,7.569,41229,1,72.5,70,75,2B2,lizard,Scincidae,Scincinae,maxilla,1,1R,"unicuspid, striated teeth",100,NA,none
27294,NA,Dentary_LDR,6.803,41229,1A,72.5,70,75,2B2,lizard,Phrynosomatidae,NA,dentary,1,1R,"tricuspid, closed mk",100,Maybe,none
27298,NA,Frontal_GL,5.877,41229,1A,72.5,70,75,2B2,lizard,Phrynosomatidae,NA,frontal,1,NA,NA,100,NA,NA
27298,NA,Frontal_PW,5.615,41229,1A,72.5,70,75,2B2,lizard,Phrynosomatidae,NA,frontal,1,NA,NA,100,NA,NA
27298,NA,Frontal_SW,1.475,41229,1A,72.5,70,75,2B2,lizard,Phrynosomatidae,NA,frontal,1,NA,NA,100,NA,NA
27302,NA,Parietal_GW,4.215,41229,1A,72.5,70,75,2B2,lizard,Teiidae,Teiinae,parietal,1,NA,NA,75,NA,NA
27307,NA,Articular_WR,1.975,41229,1A,72.5,70,75,2B2,lizard,Phrynosomatidae,Morphotype A,surangular_articular,1,1R,NA,100,NA,NA
27310,NA,Dentary_LDR,5.825,41229,1B,72.5,70,75,2B2,lizard,Phrynosomatidae,NA,dentary,1,1R,"tricuspid, slightly eroded tooth crowns",75,NA,crown
27314,NA,Frontal_GL,5.02,41229,1D,72.5,70,75,2B1,lizard,Phrynosomatidae,NA,frontal,1,NA,NA,100,NA,NA
27314,NA,Frontal_PW,4.497,41229,1D,72.5,70,75,2B1,lizard,Phrynosomatidae,NA,frontal,1,NA,NA,100,NA,NA
27314,NA,Frontal_SW,1.001,41229,1D,72.5,70,75,2B1,lizard,Phrynosomatidae,NA,frontal,1,NA,NA,100,NA,NA
27317,NA,Parietal_GL,4.263,41229,1D,72.5,70,75,2B1,lizard,Scincidae,Scincinae,parietal,1,NA,NA,75,NA,NA
27317,NA,Parietal_GW,4.853,41229,1D,72.5,70,75,2B1,lizard,Scincidae,Scincinae,parietal,1,NA,NA,75,NA,NA
27324,NA,Dentary_LDR,9.046,41229,1,77.5,75,80,2B4,lizard,Teiidae,Teiinae,dentary,1,1R,eroded tooth shaft and crown,100,NA,shaft
27325,NA,Frontal_GL,6.439,41229,1,77.5,75,80,2B4,lizard,Phrynosomatidae,Phrynosoma,frontal,1,NA,moderate tubercles,75,NA,NA
27325,NA,Frontal_SW,2.088,41229,1,77.5,75,80,2B4,lizard,Phrynosomatidae,Phrynosoma,frontal,1,NA,moderate tubercles,75,NA,NA
27326,NA,Frontal_GL,5.79,41229,1,77.5,75,80,2B4,lizard,Phrynosomatidae,cf. Sceloporus,frontal,1,NA,NA,100,NA,NA
27326,NA,Frontal_PW,5.368,41229,1,77.5,75,80,2B4,lizard,Phrynosomatidae,cf. Sceloporus,frontal,1,NA,NA,100,NA,NA
27326,NA,Frontal_SW,1.369,41229,1,77.5,75,80,2B4,lizard,Phrynosomatidae,cf. Sceloporus,frontal,1,NA,NA,100,NA,NA
27330,NA,Maxilla_LDR,6.415,41229,1,77.5,75,80,2B4,lizard,Teiidae,Teiinae,maxilla,1,1R,"bicuspid, 1 tricuspid",100,NA,none
27331,NA,Maxilla_LDR,6.02,41229,1,77.5,75,80,2B4,lizard,Scincidae,Scincinae,maxilla,1,1R,peg-like teeth,100,NA,shaft
27336,NA,Frontal_GL,4.842,41229,1A,77.5,75,80,2B4,lizard,Phrynosomatidae,NA,frontal,1,NA,NA,100,NA,NA
27336,NA,Frontal_PW,4.881,41229,1A,77.5,75,80,2B4,lizard,Phrynosomatidae,NA,frontal,1,NA,NA,100,NA,NA
27336,NA,Frontal_SW,1.105,41229,1A,77.5,75,80,2B4,lizard,Phrynosomatidae,NA,frontal,1,NA,NA,100,NA,NA
27338,NA,Parietal_GL,1.661,41229,1A,77.5,75,80,2B4,lizard,Phrynosomatidae,NA,parietal,1,NA,fragment,75,NA,NA
27342,NA,Dentary_LDR,5.864,41229,1B,77.5,75,80,2B4,lizard,Phrynosomatidae,NA,dentary,1,1L,"tricuspid, breccia attached",100,NA,none
27345,NA,Maxilla_LDR,8.201,41229,1B,77.5,75,80,2B4,lizard,Teiidae,Teiinae,maxilla,1,1L,"bicuspid, 1 tricuspid",100,NA,none
27353,NA,Dentary_LDR,9.077,41229,1D,77.5,75,80,2B3,lizard,Scincidae,Scincinae,dentary,1,1R,NA,100,NA,none
27354,NA,Maxilla_LDR,5.49,41229,1D,77.5,75,80,2B3,lizard,Scincidae,Scincinae,maxilla,1,1L,NA,75,NA,none
27355,NA,Maxilla_LDR,5.467,41229,1D,77.5,75,80,2B3,lizard,Teiidae,Teiinae,maxilla,1,1R,NA,100,NA,none
27358,NA,Dentary_LDR,9.831,41229,1,82.5,80,85,2B5,lizard,Teiidae,Teiinae,dentary,1,1R,"substantial cementum, no tooth crowns",100,NA,crown
27359,NA,Frontal_GL,5.83,41229,1,82.5,80,85,2B5,lizard,Phrynosomatidae,NA,frontal,1,NA,NA,100,NA,NA
27359,NA,Frontal_PW,5.736,41229,1,82.5,80,85,2B5,lizard,Phrynosomatidae,NA,frontal,1,NA,NA,100,NA,NA
27359,NA,Frontal_SW,1.276,41229,1,82.5,80,85,2B5,lizard,Phrynosomatidae,NA,frontal,1,NA,NA,100,NA,NA
27360,NA,Frontal_SW,1.431,41229,1,82.5,80,85,2B5,lizard,Teiidae,Teiinae,frontal,1,NA,NA,100,NA,NA
27360,NA,Frontal_PW,4.816,41229,1,82.5,80,85,2B5,lizard,Teiidae,Teiinae,frontal,1,NA,NA,100,NA,NA
27361,NA,Frontal_SW,1.928,41229,1,82.5,80,85,2B5,lizard,Phrynosomatidae,Phrynosoma,frontal,1,NA,NA,75,NA,NA
27363,NA,Maxilla_LDR,4.558,41229,1,82.5,80,85,2B5,lizard,Phrynosomatidae,NA,maxilla,1,1L,"slightly tricuspid, slightly eroded tooth crowns",100,Yes,crown
27364,NA,Parietal_GL,3.696,41229,1,82.5,80,85,2B5,lizard,Phrynosomatidae,cf. Sceloporus,parietal,1,NA,NA,100,NA,NA
27364,NA,Parietal_GW,4.637,41229,1,82.5,80,85,2B5,lizard,Phrynosomatidae,cf. Sceloporus,parietal,1,NA,NA,100,NA,NA
27370,NA,Articular_WR,1.898,41229,1,82.5,80,85,2B5,lizard,Phrynosomatidae,Morphotype A,surangular_articular,1,1R,NA,100,NA,NA
27374,NA,Dentary_LDR,8.299,41229,1A,82.5,80,85,2B5,lizard,Phrynosomatidae,NA,dentary,1,1L,"tricuspid, slightly eroded tooth crowns",75,Maybe,crown
27378,NA,Parietal_GL,2.929,41229,1A,82.5,80,85,2B5,lizard,Phrynosomatidae,NA,parietal,1,NA,NA,75,NA,NA
27383,NA,Dentary_LDR,6.94,41229,1B,82.5,80,85,2B5,lizard,Phrynosomatidae,NA,dentary,1,1L,"tricuspid, closed mk",100,Yes,none
27384,NA,Dentary_LDR,7.248,41229,1B,82.5,80,85,2B5,lizard,Phrynosomatidae,NA,dentary,1,1L,"slightly tricuspid, slightly eroded tooth crowns",100,Maybe,crown
27385,NA,Frontal_GL,7.813,41229,1B,82.5,80,85,2B5,lizard,Scincidae,Scincinae,frontal,1,1R,NA,100,NA,NA
27389,NA,Dentary_LDR,9.88,41229,1D,82.5,80,85,2B5,lizard,Teiidae,Teiinae,dentary,1,1R,bicuspid,100,NA,none
27390,NA,Dentary_LDR,7.038,41229,1D,82.5,80,85,2B5,lizard,Phrynosomatidae,NA,dentary,1,1R,tricuspid,75,NA,none
27394,NA,Frontal_GL,5.554,41229,1D,82.5,80,85,2B5,lizard,Phrynosomatidae,NA,frontal,1,NA,NA,100,NA,NA
27394,NA,Frontal_PW,5.777,41229,1D,82.5,80,85,2B5,lizard,Phrynosomatidae,NA,frontal,1,NA,NA,100,NA,NA
27394,NA,Frontal_SW,1.698,41229,1D,82.5,80,85,2B5,lizard,Phrynosomatidae,NA,frontal,1,NA,NA,100,NA,NA
27396,NA,Frontal_GL,4.986,41229,1D,82.5,80,85,2B5,lizard,Phrynosomatidae,NA,frontal,1,NA,NA,75,NA,NA
27396,NA,Frontal_PW,4.105,41229,1D,82.5,80,85,2B5,lizard,Phrynosomatidae,NA,frontal,1,NA,NA,75,NA,NA
27396,NA,Frontal_SW,1.247,41229,1D,82.5,80,85,2B5,lizard,Phrynosomatidae,NA,frontal,1,NA,NA,75,NA,NA
27397,NA,Frontal_GL,10.568,41229,1D,82.5,80,85,2B5,lizard,Teiidae,Teiinae,frontal,1,NA,sculpturing present,100,NA,NA
27397,NA,Frontal_SW,2.158,41229,1D,82.5,80,85,2B5,lizard,Teiidae,Teiinae,frontal,1,NA,sculpturing present,100,NA,NA
27397,NA,Frontal_PW,6.467,41229,1D,82.5,80,85,2B5,lizard,Teiidae,Teiinae,frontal,1,NA,sculpturing present,100,NA,NA
27402,NA,Maxilla_LDR,7.807,41229,1D,82.5,80,85,2B5,lizard,Scincidae,Scincinae,maxilla,1,1L,chisel teeth,100,NA,none
27404,NA,Maxilla_LDR,6.703,41229,1D,82.5,80,85,2B5,lizard,Teiidae,Teiinae,maxilla,1,1L,bicuspid,75,NA,none
27417,NA,Frontal_GL,7.403,41229,1E,82.5,80,85,2B5,lizard,Phrynosomatidae,cf. Sceloporus,frontal,1,NA,NA,100,NA,NA
27417,NA,Frontal_PW,7.545,41229,1E,82.5,80,85,2B5,lizard,Phrynosomatidae,cf. Sceloporus,frontal,1,NA,NA,100,NA,NA
27417,NA,Frontal_SW,2.143,41229,1E,82.5,80,85,2B5,lizard,Phrynosomatidae,cf. Sceloporus,frontal,1,NA,NA,100,NA,NA
27422,NA,Dentary_LDR,7.424,41229,1,87.5,85,90,2B7,lizard,Teiidae,Teiinae,dentary,1,1L,missing crowns,100,NA,crown
27426,NA,Dentary_LDR,13.74,41229,1,87.5,85,90,2B7,lizard,Phrynosomatidae,NA,dentary,1,1L,tricuspid,75,NA,none
27427,NA,Dentary_LDR,4.217,41229,1,87.5,85,90,2B7,lizard,Teiidae,Teiinae,dentary,1,1R,eroded tooth shaft and crown,75,NA,shaft
27429,NA,Dentary_LDR,10.248,41229,1,87.5,85,90,2B7,lizard,Phrynosomatidae,NA,dentary,1,1R,tricuspid,75,NA,none
27430,NA,Dentary_LDR,8.636,41229,1,87.5,85,90,2B7,lizard,Scincidae,Scincinae,dentary,1,1R,unicuspid,75,NA,none
27438,NA,Maxilla_LDR,14.215,41229,1,87.5,85,90,2B7,lizard,Anguidae,Gerrhonotus,maxilla,1,1R,NA,100,NA,NA
27449,NA,Maxilla_LDR,3.985,41229,1,87.5,85,90,2B7,lizard,Phrynosomatidae,NA,maxilla,1,1L,"tricuspid, slightly eroded tooth crowns",100,Maybe,crown
27460,NA,Dentary_LDR,6.75,41229,1A,87.5,85,90,2B7,lizard,Phrynosomatidae,Phrynosoma cf. cornutum,dentary,1,1L,1 tubercle,100,NA,none
27461,NA,Maxilla_LDR,9.742,41229,1A,87.5,85,90,2B7,lizard,Phrynosomatidae,cf. Sceloporus,maxilla,1,1R,"slightly tricuspid, slightly eroded tooth crowns",100,Yes,crown
27462,NA,Parietal_GL,3.299,41229,1A,87.5,85,90,2B7,lizard,Phrynosomatidae,NA,parietal,1,NA,NA,100,NA,NA
27462,NA,Parietal_GW,4.546,41229,1A,87.5,85,90,2B7,lizard,Phrynosomatidae,NA,parietal,1,NA,NA,100,NA,NA
27465,NA,Frontal_GL,4.757,41229,1B,87.5,85,90,2B7,lizard,Phrynosomatidae,NA,frontal,1,NA,NA,100,NA,NA
27465,NA,Frontal_PW,4.879,41229,1B,87.5,85,90,2B7,lizard,Phrynosomatidae,NA,frontal,1,NA,NA,100,NA,NA
27465,NA,Frontal_SW,1.335,41229,1B,87.5,85,90,2B7,lizard,Phrynosomatidae,NA,frontal,1,NA,NA,100,NA,NA
27474,NA,Dentary_LDR,6.019,41229,1,92.5,90,95,2B10,lizard,Phrynosomatidae,NA,dentary,1,1L,"tricuspid, slightly eroded tooth crowns",100,Yes,crown
27478,NA,Dentary_LDR,9.185,41229,1,92.5,90,95,2B10,lizard,Teiidae,Teiinae,dentary,1,1R,bicuspid,100,NA,none
27481,NA,Frontal_GL,9.45,41229,1,92.5,90,95,2B10,lizard,Phrynosomatidae,Phrynosoma,frontal,1,NA,NA,75,NA,NA
27481,NA,Frontal_SW,3.045,41229,1,92.5,90,95,2B10,lizard,Phrynosomatidae,Phrynosoma,frontal,1,NA,NA,75,NA,NA
27484,NA,Maxilla_LDR,5.908,41229,1,92.5,90,95,2B10,lizard,Phrynosomatidae,NA,maxilla,1,1L,"tricuspid, slightly eroded tooth crowns",100,NA,crown
27494,NA,Dentary_LDR,7.341,41229,1A,92.5,90,95,2B10,lizard,Phrynosomatidae,NA,dentary,1,1L,"tricuspid, slightly eroded tooth crowns",75,NA,crown
27495,NA,Dentary_LDR,6.004,41229,1A,92.5,90,95,2B10,lizard,Phrynosomatidae,NA,dentary,1,1L,"tricuspid, slightly eroded tooth crowns",100,NA,crown
27498,NA,Dentary_LDR,9.558,41229,1A,92.5,90,95,2B10,lizard,Teiidae,Teiinae,dentary,1,1L,bicuspid,100,NA,none
27500,NA,Dentary_LDR,8.625,41229,1A,92.5,90,95,2B10,lizard,Teiidae,Teiinae,dentary,1,1R,bicuspid,100,NA,none
27501,NA,Dentary_LDR,9.262,41229,1A,92.5,90,95,2B10,lizard,Teiidae,Teiinae,dentary,1,1R,bicuspid,100,NA,none
27502,NA,Dentary_LDR,5.816,41229,1A,92.5,90,95,2B10,lizard,Teiidae,Teiinae,dentary,1,1R,"bicuspid, slightly eroded tooth crown",100,NA,crown
27506,NA,Frontal_GL,7.437,41229,1A,92.5,90,95,2B10,lizard,Phrynosomatidae,cf. Sceloporus,frontal,1,NA,NA,75,NA,NA
27506,NA,Frontal_SW,2.491,41229,1A,92.5,90,95,2B10,lizard,Phrynosomatidae,cf. Sceloporus,frontal,1,NA,NA,75,NA,NA
27510,NA,Maxilla_LDR,5.857,41229,1A,92.5,90,95,2B10,lizard,Teiidae,Teiinae,maxilla,1,1R,"bicuspid, slightly eroded tooth crown",100,NA,crown
27545,NA,Dentary_LDR,7.302,41229,1,97.5,95,100,2B11,lizard,Teiidae,Teiinae,dentary,1,1L,bicuspid some tricuspid,100,NA,none
27546,NA,Dentary_LDR,8.411,41229,1,97.5,95,100,2B11,lizard,Scincidae,Scincinae,dentary,1,1L,"unicuspid, deep gutter",75,NA,none
27547,NA,Dentary_LDR,6.802,41229,1,97.5,95,100,2B11,lizard,Phrynosomatidae,NA,dentary,1,1R,eroded tooth shaft and crown,75,NA,shaft
27555,NA,Maxilla_LDR,6.876,41229,1A,97.5,95,100,2B11,lizard,Phrynosomatidae,Phrynosoma,maxilla,1,1L,NA,100,NA,none
27556,NA,Maxilla_LDR,6.456,41229,1A,97.5,95,100,2B11,lizard,Phrynosomatidae,Phrynosoma,maxilla,1,1R,NA,100,NA,none
27557,NA,Parietal_GL,2.579,41229,1A,97.5,95,100,2B11,lizard,Phrynosomatidae,NA,parietal,1,NA,NA,100,NA,NA
27557,NA,Parietal_GW,4.252,41229,1A,97.5,95,100,2B11,lizard,Phrynosomatidae,NA,parietal,1,NA,NA,100,NA,NA
27559,NA,Frontal_GL,6.102,41229,1B,97.5,95,100,2B11,lizard,Phrynosomatidae,NA,frontal,1,NA,NA,75,NA,NA
27559,NA,Frontal_SW,1.622,41229,1B,97.5,95,100,2B11,lizard,Phrynosomatidae,NA,frontal,1,NA,NA,75,NA,NA
27566,NA,Frontal_GL,5.181,41229,1D,97.5,95,100,2B11,lizard,Phrynosomatidae,Phrynosoma cornutum,frontal,1,NA,NA,100,NA,NA
27566,NA,Frontal_PW,9.262,41229,1D,97.5,95,100,2B11,lizard,Phrynosomatidae,Phrynosoma cornutum,frontal,1,NA,NA,100,NA,NA
27566,NA,Frontal_SW,1.544,41229,1D,97.5,95,100,2B11,lizard,Phrynosomatidae,Phrynosoma cornutum,frontal,1,NA,NA,100,NA,NA
27568,NA,Maxilla_LDR,5.644,41229,1D,97.5,95,100,2B11,lizard,Phrynosomatidae,NA,maxilla,1,1R,"tricuspid, slightly eroded tooth crowns",100,NA,crown
27575,NA,Dentary_LDR,14.174,41229,1,102.5,100,105,2B12,lizard,Crotaphytidae,NA,dentary,1,1L,"tricuspid, slightly eroded tooth crowns, wide teeth, wide sup mk lip",100,NA,crown
27578,NA,Maxilla_LDR,5.134,41229,1,102.5,100,105,2B12,lizard,Phrynosomatidae,NA,maxilla,1,1L,"slightly tricuspid, slightly eroded tooth crowns",100,NA,crown
27582,NA,Dentary_LDR,6.312,41229,1A,102.5,100,105,2B12,lizard,Phrynosomatidae,NA,dentary,1,1L,"tricuspid, slightly eroded tooth crowns and shaft",100,NA,shaft
27588,NA,Dentary_LDR,6.026,41229,1C,102.5,100,105,2B12,lizard,Phrynosomatidae,NA,dentary,1,1L,"tricuspid, slightly eroded tooth crowns",75,NA,crown
27590,NA,Dentary_LDR,11.524,41229,1C,102.5,100,105,2B12,lizard,Phrynosomatidae,NA,dentary,1,1L,"tricuspid, slightly eroded tooth crowns",100,Yes,crown
27592,NA,Dentary_LDR,9.187,41229,1C,102.5,100,105,2B12,lizard,Teiidae,Teiinae,dentary,1,1L,bicuspid,100,NA,none
27601,NA,Dentary_LDR,7.604,41229,1E,102.5,100,105,2B13,lizard,Phrynosomatidae,Phrynosoma cf. cornutum,dentary,1,1R,"tubercle, open mk",75,NA,none
27602,NA,Dentary_LDR,6.218,41229,1E,102.5,100,105,2B13,lizard,Phrynosomatidae,NA,dentary,1,1L,"unicuspid, closed mk",100,NA,none
27603,NA,Dentary_LDR,5.504,41229,1E,102.5,100,105,2B13,lizard,Phrynosomatidae,Urosaurus,dentary,1,1L,"slightly tricuspid, fused mk",100,NA,crown
27604,NA,Dentary_LDR,6.519,41229,1E,102.5,100,105,2B13,lizard,Phrynosomatidae,NA,dentary,1,1R,"tricuspid, slightly eroded tooth crowns",75,NA,crown
27606,NA,Maxilla_LDR,5.898,41229,1E,102.5,100,105,2B13,lizard,Phrynosomatidae,Phrynosoma,maxilla,1,1R,NA,100,NA,crown
27607,NA,Maxilla_LDR,5.802,41229,1E,102.5,100,105,2B13,lizard,Phrynosomatidae,NA,maxilla,1,1R,"slightly tricuspid, slightly eroded tooth crowns",100,Yes,crown
27609,NA,Parietal_GL,2.934,41229,1E,102.5,100,105,2B13,lizard,Phrynosomatidae,NA,parietal,1,NA,NA,100,NA,NA
27609,NA,Parietal_GW,4.442,41229,1E,102.5,100,105,2B13,lizard,Phrynosomatidae,NA,parietal,1,NA,NA,100,NA,NA
27610,NA,Parietal_GL,4.675,41229,1E,102.5,100,105,2B13,lizard,Teiidae,Teiinae,parietal,1,NA,"sculpturing present,large",100,NA,NA
27610,NA,Parietal_GW,5.082,41229,1E,102.5,100,105,2B13,lizard,Teiidae,Teiinae,parietal,1,NA,"sculpturing present,large",100,NA,NA
27612,NA,Dentary_LDR,7.329,41229,1,107.5,105,110,2B15,lizard,Phrynosomatidae,NA,dentary,1,1R,tricuspid,100,Yes,none
27613,NA,Dentary_LDR,6.559,41229,1,107.5,105,110,2B15,lizard,Phrynosomatidae,NA,dentary,1,1R,"tricuspid, slightly eroded tooth crowns",75,Maybe,crown
27617,NA,Maxilla_LDR,6.802,41229,1,107.5,105,110,2B15,lizard,Phrynosomatidae,NA,maxilla,1,1R,"tricuspid, slightly eroded tooth crowns",100,NA,crown
27620,NA,Dentary_LDR,6.822,41229,1A,107.5,105,110,2B14,lizard,Phrynosomatidae,Phrynosoma cf. cornutum,dentary,1,1L,"tubercle, open mk",100,NA,none
27622,NA,Frontal_GL,4.145,41229,1A,107.5,105,110,2B14,lizard,Phrynosomatidae,NA,frontal,1,NA,NA,100,NA,NA
27622,NA,Frontal_PW,4.789,41229,1A,107.5,105,110,2B14,lizard,Phrynosomatidae,NA,frontal,1,NA,NA,100,NA,NA
27622,NA,Frontal_SW,1.105,41229,1A,107.5,105,110,2B14,lizard,Phrynosomatidae,NA,frontal,1,NA,NA,100,NA,NA
27628,NA,Dentary_LDR,5.893,41229,1C,107.5,105,110,2B14,lizard,Phrynosomatidae,NA,dentary,1,1L,"tricuspid, slightly eroded tooth crowns",75,NA,crown
27631,NA,Dentary_LDR,7.61,41229,1C,107.5,105,110,2B15,lizard,Scincidae,Scincinae,dentary,1,1L,"unicuspid, deep gutter",75,NA,crown
27632,NA,Frontal_GL,5.755,41229,1C,107.5,105,110,2B14,lizard,Phrynosomatidae,NA,frontal,1,NA,NA,100,NA,NA
27632,NA,Frontal_PW,5.157,41229,1C,107.5,105,110,2B14,lizard,Phrynosomatidae,NA,frontal,1,NA,NA,100,NA,NA
27632,NA,Frontal_SW,1.29,41229,1C,107.5,105,110,2B14,lizard,Phrynosomatidae,NA,frontal,1,NA,NA,100,NA,NA
27633,NA,Maxilla_LDR,6.739,41229,1C,107.5,105,110,2B14,lizard,Phrynosomatidae,NA,maxilla,1,1L,tricuspid,100,NA,none
27634,NA,Maxilla_LDR,9.798,41229,1C,107.5,105,110,2B14,lizard,Phrynosomatidae,NA,maxilla,1,1R,"tricuspid, slightly eroded tooth crowns and shaft",100,NA,shaft
27642,NA,Frontal_GL,8.343,41229,1D,107.5,105,110,2B14,lizard,Teiidae,Teiinae,frontal,1,NA,NA,75,NA,NA
27642,NA,Frontal_SW,1.733,41229,1D,107.5,105,110,2B14,lizard,Teiidae,Teiinae,frontal,1,NA,NA,75,NA,NA
27643,NA,Maxilla_LDR,4.77,41229,1D,107.5,105,110,2B14,lizard,Phrynosomatidae,NA,maxilla,1,1L,"tricuspid, slightly eroded tooth crowns",75,NA,crown
27644,NA,Maxilla_LDR,8.343,41229,1D,107.5,105,110,2B14,lizard,Phrynosomatidae,NA,maxilla,1,1L,tricuspid,100,NA,none
27645,NA,Maxilla_LDR,6.673,41229,1D,107.5,105,110,2B14,lizard,Teiidae,Teiinae,maxilla,1,1R,eroded crown,75,NA,crown
27653,NA,Maxilla_LDR,9.907,41229,1E,107.5,105,110,2B15,lizard,Phrynosomatidae,NA,maxilla,1,1R,missing crowns,100,NA,crown
27656,NA,Frontal_GL,5.702,41229,1,112.5,110,115,2B16,lizard,Phrynosomatidae,NA,frontal,1,NA,NA,100,NA,NA
27656,NA,Frontal_PW,4.615,41229,1,112.5,110,115,2B16,lizard,Phrynosomatidae,NA,frontal,1,NA,NA,100,NA,NA
27656,NA,Frontal_SW,1.614,41229,1,112.5,110,115,2B16,lizard,Phrynosomatidae,NA,frontal,1,NA,NA,100,NA,NA
27659,NA,Dentary_LDR,15.763,41229,1A,112.5,110,115,2B16,lizard,Anguidae,cf. Gerrhonotus,dentary,1,1R,"unicuspid, recurved teeth",100,NA,none
27662,NA,Maxilla_LDR,6.396,41229,1A,112.5,110,115,2B16,lizard,Phrynosomatidae,Phrynosoma,maxilla,1,1R,"unicuspid, 1 tooth looks bicuspid",100,NA,none
27663,NA,Maxilla_LDR,7.886,41229,1A,112.5,110,115,2B16,lizard,Scincidae,Scincinae,maxilla,1,1R,"unicuspid, slightly eroded cown",100,NA,crown
27670,NA,Dentary_LDR,8.829,41229,1D,112.5,110,115,2B17,lizard,Teiidae,Teiinae,dentary,1,1R,bicuspid,100,NA,none
27671,NA,Dentary_LDR,9.541,41229,1D,112.5,110,115,2B17,lizard,Scincidae,Scincinae,dentary,1,1R,"unicuspid, striated crowns",75,NA,none
27673,NA,Frontal_GL,6.474,41229,1D,112.5,110,115,2B17,lizard,Phrynosomatidae,cf. Sceloporus,frontal,1,NA,slightly sculpted,100,NA,NA
27673,NA,Frontal_SW,1.763,41229,1D,112.5,110,115,2B17,lizard,Phrynosomatidae,cf. Sceloporus,frontal,1,NA,slightly sculpted,100,NA,NA
27678,NA,Maxilla_LDR,7.663,41229,1D,112.5,110,115,2B17,lizard,Teiidae,Teiinae,maxilla,1,1L,bicuspid slightly eroded tooth crowns,75,NA,crown
27683,NA,Frontal_GL,4.21,41229,1E,112.5,110,115,2B16,lizard,Phrynosomatidae,NA,frontal,1,NA,NA,75,NA,NA
27683,NA,Frontal_PW,5,41229,1E,112.5,110,115,2B16,lizard,Phrynosomatidae,NA,frontal,1,NA,NA,75,NA,NA
27683,NA,Frontal_SW,0.921,41229,1E,112.5,110,115,2B16,lizard,Phrynosomatidae,NA,frontal,1,NA,NA,75,NA,NA
27688,NA,Dentary_LDR,9.46,41229,1,117.5,115,120,2B17,lizard,Teiidae,Teiinae,dentary,1,1L,bicuspid some tricuspid,100,NA,none
