Locality_Num,Catalogue_Num,Pit,Level_mean,Level_min,Level_max,Drawer,Higher_Classification,Family,MS_classification,Element,NISP,Details,Notes,Quadrant,GMM?,TeethCorrosion
41229,27326,1,77.5,75,80,2B4,lizard,Phrynosomatidae,cf. Sceloporus,frontal,1,,,100,,
41229,27327,1,77.5,75,80,2B4,lizard,,,interclavicle,1,,t shaped,100,,
41229,27328,1,77.5,75,80,2B4,lizard,,,longbones,1,,,,,
41229,27329,1,77.5,75,80,2B4,lizard,Phrynosomatidae,,maxilla,1,1L,,50,,none
41229,27330,1,77.5,75,80,2B4,lizard,Teiidae,Teiinae,maxilla,1,1R,"bicuspid, 1 tricuspid",100,,none
41229,27331,1,77.5,75,80,2B4,lizard,Scincidae,Scincinae,maxilla,1,1R,peg-like teeth,100,,shaft
41229,27332,1,77.5,75,80,2B4,lizard,Anguidae,,osteoderm,1,,,,,
41229,27333,1,77.5,75,80,2B4,lizard,,,pelvis,1,1R,,100,,
41229,27334,1,77.5,75,80,2B4,lizard,,,vertebra,5,,,,,
41229,27335,1,77.5,75,80,2B4,lizard,,,vertebra,1,,,,,
41229,27336,1A,77.5,75,80,2B4,lizard,Phrynosomatidae,,frontal,1,,,100,,
41229,27337,1A,77.5,75,80,2B4,lizard,,,humerus,1,1L,,75,,
41229,27338,1A,77.5,75,80,2B4,lizard,Phrynosomatidae,,parietal,1,,fragment,75,,
41229,27339,1A,77.5,75,80,2B4,lizard,Teiidae,Teiinae,surangular,1,1R,,50,,
41229,27340,1A,77.5,75,80,2B4,lizard,,,vertebra,17,,,,,
41229,27341,1B,77.5,75,80,2B4,lizard,Phrynosomatidae,Phrynosoma,coronoid,1,1L,,100,,
41229,27342,1B,77.5,75,80,2B4,lizard,Phrynosomatidae,,dentary,1,1L,"tricuspid, breccia attached",100,,none
41229,27343,1B,77.5,75,80,2B4,lizard,Phrynosomatidae,,frontal,1,,,50,,
41229,27344,1B,77.5,75,80,2B4,lizard,,,humerus,1,1R,,50,,
41229,27345,1B,77.5,75,80,2B4,lizard,Teiidae,Teiinae,maxilla,1,1L,"bicuspid, 1 tricuspid",100,,none
41229,27346,1B,77.5,75,80,2B4,lizard,Phrynosomatidae,Phrynosoma,postorbital,1,1R,,100,,
41229,27347,1B,77.5,75,80,2B4,lizard,Phrynosomatidae,Phrynosoma,frontal,1,1R,,0,,
41229,27348,1B,77.5,75,80,2B4,lizard,Phrynosomatidae,Phrynosoma,postorbital,1,1L,,50,,
41229,27349,1B,77.5,75,80,2B4,lizard,cf. Phrynosomatidae,,braincase,1,,sphenoid+basioccipital,,,
41229,27350,1B,77.5,75,80,2B4,lizard,Phrynosomatidae,Phrynosoma cf. cornutum,squamosal,1,1R,3 long horns,100,,
41229,27351,1B,77.5,75,80,2B4,lizard,,,vertebra,3,,,,,
41229,27352,1B,77.5,75,80,2B4,lizard,,,vertebra,2,,,,,
41229,27353,1D,77.5,75,80,2B3,lizard,Scincidae,Scincinae,dentary,1,1R,,100,,none
41229,27354,1D,77.5,75,80,2B3,lizard,Scincidae,Scincinae,maxilla,1,1L,,75,,none
41229,27355,1D,77.5,75,80,2B3,lizard,Teiidae,Teiinae,maxilla,1,1R,,100,,none
41229,27356,1D,77.5,75,80,2B3,lizard,,,vertebra,4,,,,,
41229,27357,1,82.5,80,85,2B5,lizard,Phrynosomatidae,Phrynosoma cf. cornutum,dentary,1,1R,tubercles on lat surface,50,,none
41229,27358,1,82.5,80,85,2B5,lizard,Teiidae,Teiinae,dentary,1,1R,"substantial cementum, no tooth crowns",100,,crown
41229,27359,1,82.5,80,85,2B5,lizard,Phrynosomatidae,,frontal,1,,,100,,
41229,27360,1,82.5,80,85,2B5,lizard,Teiidae,Teiinae,frontal,1,,,100,,
41229,27361,1,82.5,80,85,2B5,lizard,Phrynosomatidae,Phrynosoma,frontal,1,,,75,,
41229,27362,1,82.5,80,85,2B5,lizard,,,humerus,1,1L,,100,,
41229,27363,1,82.5,80,85,2B5,lizard,Phrynosomatidae,,maxilla,1,1L,"slightly tricuspid, slightly eroded tooth crowns",100,Yes,crown
41229,27364,1,82.5,80,85,2B5,lizard,Phrynosomatidae,cf. Sceloporus,parietal,1,,,100,,
41229,27365,1,82.5,80,85,2B5,lizard,Phrynosomatidae,cf. Sceloporus,parietal,1,,,50,,
41229,27366,1,82.5,80,85,2B5,lizard,,,pelvis,1,1L,,75,,
41229,27367,1,82.5,80,85,2B5,lizard,,,pelvis,1,1L,,50,,
41229,27368,1,82.5,80,85,2B5,lizard,Phrynosomatidae,Phrynosoma,postorbital,1,1R,,100,,
41229,27369,1,82.5,80,85,2B5,lizard,,,scapulocorocoid,1,1R,,75,,
41229,27370,1,82.5,80,85,2B5,lizard,Phrynosomatidae,Morphotype A,surangular_articular,1,1R,,100,,
41229,27371,1,82.5,80,85,2B5,lizard,,,ulna,1,,,100,,
41229,27372,1,82.5,80,85,2B5,lizard,,,vertebra,3,,,,,
41229,27373,1,82.5,80,85,2B5,lizard,,,vertebra,7,,,,,
41229,27374,1A,82.5,80,85,2B5,lizard,Phrynosomatidae,,dentary,1,1L,"tricuspid, slightly eroded tooth crowns",75,Maybe,crown
41229,27375,1A,82.5,80,85,2B5,lizard,,,humerus,1,1L,,100,,
41229,27376,1A,82.5,80,85,2B5,lizard,Teiidae,Teiinae,maxilla,1,1R,"bicuspid, 1 tricuspid",25,,none
41229,27377,1A,82.5,80,85,2B5,lizard,Phrynosomatidae,,maxilla,1,1R,"slightly tricuspid, slightly eroded tooth crowns",25,,crown
41229,27378,1A,82.5,80,85,2B5,lizard,Phrynosomatidae,,parietal,1,,,75,,
41229,27379,1A,82.5,80,85,2B5,lizard,Phrynosomatidae,Phrynosoma cornutum,parietal,1,,horn fragment,0,,
41229,27380,1A,82.5,80,85,2B5,lizard,Phrynosomatidae,Phrynosoma,prefrontal,1,1R,,100,,
41229,27381,1A,82.5,80,85,2B5,lizard,,,vertebra,4,,,,,
41229,27382,1A,82.5,80,85,2B5,lizard,Anguidae,,osteoderm,1,,,,,
41229,27383,1B,82.5,80,85,2B5,lizard,Phrynosomatidae,,dentary,1,1L,"tricuspid, closed mk",100,Yes,none
41229,27384,1B,82.5,80,85,2B5,lizard,Phrynosomatidae,,dentary,1,1L,"slightly tricuspid, slightly eroded tooth crowns",100,Maybe,crown
41229,27385,1B,82.5,80,85,2B5,lizard,Scincidae,Scincinae,frontal,1,1R,,100,,
41229,27386,1B,82.5,80,85,2B5,lizard,Phrynosomatidae,Phrynosoma,frontal,1,,mid fragment,0,,
41229,27387,1B,82.5,80,85,2B5,lizard,Phrynosomatidae,,maxilla,1,1L,slightly tricuspid,25,,none
41229,27388,1B,82.5,80,85,2B5,lizard,,,vertebra,6,,,,,
41229,27389,1D,82.5,80,85,2B5,lizard,Teiidae,Teiinae,dentary,1,1R,bicuspid,100,,none
41229,27390,1D,82.5,80,85,2B5,lizard,Phrynosomatidae,,dentary,1,1R,tricuspid,75,,none
41229,27391,1D,82.5,80,85,2B5,lizard,Phrynosomatidae,,dentary,1,1L,tricuspid,25,,none
41229,27392,1D,82.5,80,85,2B5,lizard,,,dentary,1,1L,"missing crowns, missing ventral margin, eroded bone",25,,shaft
41229,27393,1D,82.5,80,85,2B5,lizard,,,femur,1,1R,,100,,
41229,27394,1D,82.5,80,85,2B5,lizard,Phrynosomatidae,,frontal,1,,,100,,
41229,27395,1D,82.5,80,85,2B5,lizard,Phrynosomatidae,,frontal,1,,,50,,
41229,27396,1D,82.5,80,85,2B5,lizard,Phrynosomatidae,,frontal,1,,,75,,
41229,27397,1D,82.5,80,85,2B5,lizard,Teiidae,Teiinae,frontal,1,,sculpturing present,100,,
41229,27398,1D,82.5,80,85,2B5,lizard,,,humerus,1,1R,,100,,
41229,27399,1D,82.5,80,85,2B5,lizard,,,humerus,1,1R,,100,,
41229,27400,1D,82.5,80,85,2B5,lizard,,,humerus,1,1R,,100,,
41229,27401,1D,82.5,80,85,2B5,lizard,,,interclavicle,1,,t shaped,100,,
41229,27402,1D,82.5,80,85,2B5,lizard,Scincidae,Scincinae,maxilla,1,1L,chisel teeth,100,,none
41229,27403,1D,82.5,80,85,2B5,lizard,Scincidae,Scincinae,maxilla,1,1L,"chisel teeth, eroded crowns",50,,crown
41229,27404,1D,82.5,80,85,2B5,lizard,Teiidae,Teiinae,maxilla,1,1L,bicuspid,75,,none
41229,27405,1D,82.5,80,85,2B5,lizard,,,pelvis,1,1R,,100,,
41229,27406,1D,82.5,80,85,2B5,lizard,,,pelvis,1,1R,,50,,
41229,27407,1D,82.5,80,85,2B5,lizard,,,pelvis,1,1L,,75,,
41229,27408,1D,82.5,80,85,2B5,lizard,,,pelvis,1,1L,,100,,
41229,27409,1D,82.5,80,85,2B5,lizard,,,pelvis,1,1R,,75,,
41229,27410,1D,82.5,80,85,2B5,lizard,,,scapulocorocoid,1,1L,,100,,
41229,27411,1D,82.5,80,85,2B5,lizard,,,scapulocorocoid,1,1R,,100,,
41229,27412,1D,82.5,80,85,2B5,lizard,Phrynosomatidae,Phrynosoma cf. cornutum,squamosal,1,1L,1 long horn,25,,
41229,27413,1D,82.5,80,85,2B5,lizard,,,vertebra,1,,,,,
41229,27414,1D,82.5,80,85,2B5,lizard,,,vertebra,8,,,,,
41229,27415,1D,82.5,80,85,2B5,lizard,,,vertebra,4,,,,,
41229,27416,1D,82.5,80,85,2B5,lizard,,,vertebra,4,,,,,
41229,27417,1E,82.5,80,85,2B5,lizard,Phrynosomatidae,cf. Sceloporus,frontal,1,,,100,,
41229,27418,1E,82.5,80,85,2B5,lizard,,,scapulocorocoid,1,1R,,100,,
41229,27419,1E,82.5,80,85,2B5,lizard,,,scapulocorocoid,1,1R,,75,,
41229,27420,1E,82.5,80,85,2B5,lizard,,,vertebra,3,,,,,
41229,27421,1,87.5,85,90,2B7,lizard,Phrynosomatidae,Phrynosoma cf. cornutum,dentary,1,1L,"ant. frag, open mk",25,,none
41229,27422,1,87.5,85,90,2B7,lizard,Teiidae,Teiinae,dentary,1,1L,missing crowns,100,,crown
41229,27423,1,87.5,85,90,2B7,lizard,Phrynosomatidae,,dentary,1,1L,"tricuspid, slightly eroded tooth crowns",50,,crown
41229,27424,1,87.5,85,90,2B7,lizard,,,dentary,1,1L,"ant. frag, missing crowns",25,,crown
41229,27425,1,87.5,85,90,2B7,lizard,Phrynosomatidae,,dentary,1,1L,slightly tricuspid,25,,none
41229,27426,1,87.5,85,90,2B7,lizard,Phrynosomatidae,,dentary,1,1L,tricuspid,75,,none
41229,27427,1,87.5,85,90,2B7,lizard,Teiidae,Teiinae,dentary,1,1R,eroded tooth shaft and crown,75,,shaft
41229,27428,1,87.5,85,90,2B7,lizard,Phrynosomatidae,,dentary,1,1R,"tricuspid, slightly eroded tooth crowns, burned",50,,crown
41229,27429,1,87.5,85,90,2B7,lizard,Phrynosomatidae,,dentary,1,1R,tricuspid,75,,none
41229,27430,1,87.5,85,90,2B7,lizard,Scincidae,Scincinae,dentary,1,1R,unicuspid,75,,none
41229,27431,1,87.5,85,90,2B7,lizard,Pleurodonta,,dentary,1,1L,"tricuspid, slightly eroded tooth crowns",0,,crown
41229,27432,1,87.5,85,90,2B7,lizard,Pleurodonta,,dentary,1,1L,"tricuspid, slightly eroded tooth crowns, open mk",25,,crown
41229,27433,1,87.5,85,90,2B7,lizard,,,femur,1,1L,,75,,
41229,27434,1,87.5,85,90,2B7,lizard,,,femur,1,1R,,75,,
41229,27435,1,87.5,85,90,2B7,lizard,,,humerus,1,1L,,100,,
41229,27436,1,87.5,85,90,2B7,lizard,,,humerus,1,1R,,75,,
41229,27437,1,87.5,85,90,2B7,lizard,,,humerus,1,1L,,50,,
41229,27438,1,87.5,85,90,2B7,lizard,Anguidae,Gerrhonotus,maxilla,1,1R,,100,,
41229,27439,1,87.5,85,90,2B7,lizard,,,dentary,1,1R,no teeth,25,,shaft
41229,27440,1,87.5,85,90,2B7,lizard,Phrynosomatidae,,maxilla,1,1R,"slightly tricuspid, eroded tooth crowns",25,,crown
41229,27441,1,87.5,85,90,2B7,lizard,Scincidae,Scincinae,maxilla,1,1R,striated tooth,25,,crown
41229,27442,1,87.5,85,90,2B7,lizard,Phrynosomatidae,,dentary,1,1L,"tricuspid, slightly eroded tooth crowns",0,,crown
41229,27443,1,87.5,85,90,2B7,lizard,cf. Phrynosomatidae,,maxilla,1,1R,tricuspid,25,,none
41229,27444,1,87.5,85,90,2B7,lizard,Phrynosomatidae,,maxilla,1,1L,tricuspid,25,,none
41229,27445,1,87.5,85,90,2B7,lizard,Pleurodonta cf. Crotaphytidae,,dentary,1,,"wide teeth, tricuspid,fragment",0,,none
41229,27446,1,87.5,85,90,2B7,lizard,Pleurodonta,,dentary,1,,"tricuspid,fragment",0,,none
41229,27447,1,87.5,85,90,2B7,lizard,Phrynosomatidae,,maxilla,1,1L,tricuspid,25,,none
41229,27448,1,87.5,85,90,2B7,lizard,Phrynosomatidae,,maxilla,1,1L,"tricuspid, slightly eroded tooth crowns",50,,crown
41229,27449,1,87.5,85,90,2B7,lizard,Phrynosomatidae,,maxilla,1,1L,"tricuspid, slightly eroded tooth crowns",100,Maybe,crown
41229,27450,1,87.5,85,90,2B7,lizard,Phrynosomatidae,,maxilla,1,1L,"tricuspid, slightly eroded tooth crowns",50,,crown
41229,27451,1,87.5,85,90,2B7,lizard,,,maxilla,1,1L,"eroded tooth shaft and crown, eroded bone",75,,shaft
41229,27452,1,87.5,85,90,2B7,lizard,Anguidae,Gerrhonotus,maxilla,1,1L,"recurved teeth, lateral sculpting",25,,none
41229,27453,1,87.5,85,90,2B7,lizard,Phrynosomatidae,,maxilla,1,1R,"tricuspid, slightly eroded tooth crowns",50,,crown
41229,27454,1,87.5,85,90,2B7,lizard,,,maxilla,1,1R,"slightly tricuspid, slightly eroded tooth crowns",50,,crown
41229,27455,1,87.5,85,90,2B7,lizard,,,pelvis,1,1L,,50,,
41229,27456,1,87.5,85,90,2B7,lizard,,,braincase,1,,sphenoid,,,
41229,27457,1,87.5,85,90,2B7,lizard,cf. Phrynosomatidae,,maxilla,1,,"tricuspid,fragment",0,,none
41229,27458,1,87.5,85,90,2B7,lizard,,,vertebra,12,,,,,
41229,27459,1,87.5,85,90,2B7,lizard,,,vertebra,11,,,,,
41229,27460,1A,87.5,85,90,2B7,lizard,Phrynosomatidae,Phrynosoma cf. cornutum,dentary,1,1L,1 tubercle,100,,none
41229,27461,1A,87.5,85,90,2B7,lizard,Phrynosomatidae,cf. Sceloporus,maxilla,1,1R,"slightly tricuspid, slightly eroded tooth crowns",100,Yes,crown
41229,27462,1A,87.5,85,90,2B7,lizard,Phrynosomatidae,,parietal,1,,,100,,
41229,27463,1A,87.5,85,90,2B7,lizard,,,vertebra,2,,,,,
41229,27464,1A,87.5,85,90,2B7,lizard,,,phalanges,2,,,,,
41229,27465,1B,87.5,85,90,2B7,lizard,Phrynosomatidae,,frontal,1,,,100,,
41229,27466,1B,87.5,85,90,2B7,lizard,Teiidae,Teiinae,maxilla,1,1L,bicuspid,25,,none
41229,27467,1B,87.5,85,90,2B7,lizard,Teiidae,Teiinae,maxilla,1,1R,bicuspid,25,,none
41229,27468,1B,87.5,85,90,2B7,lizard,,,vertebra,1,,sacral vert,,,
41229,27469,1B,87.5,85,90,2B7,lizard,,,vertebra,7,,,,,
41229,27470,1D,87.5,85,90,2B7,lizard,Phrynosomatidae,,dentary,1,1L,"tricuspid, slightly eroded tooth crowns",25,,crown
41229,27471,1D,87.5,85,90,2B7,lizard,Teiidae,Teiinae,maxilla,1,1L,"bicuspid, eroded tooth crown",25,,crown
41229,27472,1D,87.5,85,90,2B7,lizard,,,vertebra,7,,,,,
41229,27473,1,92.5,90,95,2B10,lizard,Phrynosomatidae,,dentary,1,1L,"tricuspid, splenial frag",75,,none
41229,27474,1,92.5,90,95,2B10,lizard,Phrynosomatidae,,dentary,1,1L,"tricuspid, slightly eroded tooth crowns",100,Yes,crown
41229,27475,1,92.5,90,95,2B10,lizard,Phrynosomatidae,,dentary,1,1L,"tricuspid, broken teeth, slightly eroded crowns",50,,crown
41229,27476,1,92.5,90,95,2B10,lizard,,,dentary,1,1R,missing crowns,25,,crown
41229,27477,1,92.5,90,95,2B10,lizard,Phrynosomatidae,,dentary,1,1R,"tricuspid, slightly eroded tooth crowns",75,,crown
41229,27478,1,92.5,90,95,2B10,lizard,Teiidae,Teiinae,dentary,1,1R,bicuspid,100,,none
41229,27479,1,92.5,90,95,2B10,lizard,Scincidae,Scincinae,dentary,1,1L,"unicuspid, deep gutter",25,,none
41229,27480,1,92.5,90,95,2B10,lizard,,,femur,1,1R,,100,,
41229,27481,1,92.5,90,95,2B10,lizard,Phrynosomatidae,Phrynosoma,frontal,1,,,75,,
41229,27482,1,92.5,90,95,2B10,lizard,,,humerus,1,,fragment,100,,
41229,27483,1,92.5,90,95,2B10,lizard,,,interclavicle,1,,t shaped,100,,
41229,27484,1,92.5,90,95,2B10,lizard,Phrynosomatidae,,maxilla,1,1L,"tricuspid, slightly eroded tooth crowns",100,,crown
41229,27485,1,92.5,90,95,2B10,lizard,Crotaphytidae,,maxilla,1,1L,"tricuspid, slightly eroded tooth crowns, wide teeth",25,,crown
41229,27486,1,92.5,90,95,2B10,lizard,Anguidae,,osteoderm,1,,,,,
41229,27487,1,92.5,90,95,2B10,lizard,,,pelvis,1,1L,,50,,
41229,27488,1,92.5,90,95,2B10,lizard,Phrynosomatidae,cf. Sceloporus,pterygoid,1,1L,,100,,
41229,27489,1,92.5,90,95,2B10,lizard,,,radius,1,,,100,,
41229,27490,1,92.5,90,95,2B10,lizard,,,scapulocorocoid,1,,fragment,25,,
41229,27491,1,92.5,90,95,2B10,lizard,Phrynosomatidae,,braincase,1,,sphenoid+basioccipital,,,
41229,27492,1,92.5,90,95,2B10,lizard,,,vertebra,5,,,,,
41229,27493,1A,92.5,90,95,2B10,lizard,Phrynosomatidae,,coronoid,1,1R,,100,,
41229,27494,1A,92.5,90,95,2B10,lizard,Phrynosomatidae,,dentary,1,1L,"tricuspid, slightly eroded tooth crowns",75,,crown
41229,27495,1A,92.5,90,95,2B10,lizard,Phrynosomatidae,,dentary,1,1L,"tricuspid, slightly eroded tooth crowns",100,,crown
41229,27496,1A,92.5,90,95,2B10,lizard,Phrynosomatidae,,dentary,1,1L,"tricuspid, eroded crowns, closed mk",25,,crown
41229,27497,1A,92.5,90,95,2B10,lizard,Scincidae,Scincinae,dentary,1,1R,"unicuspid, deep gutter, wide sup mk lip",25,,none
41229,27498,1A,92.5,90,95,2B10,lizard,Teiidae,Teiinae,dentary,1,1L,bicuspid,100,,none
41229,27499,1A,92.5,90,95,2B10,lizard,Teiidae,Teiinae,dentary,1,1L,bicuspid,50,,none
41229,27500,1A,92.5,90,95,2B10,lizard,Teiidae,Teiinae,dentary,1,1R,bicuspid,100,,none
41229,27501,1A,92.5,90,95,2B10,lizard,Teiidae,Teiinae,dentary,1,1R,bicuspid,100,,none
41229,27502,1A,92.5,90,95,2B10,lizard,Teiidae,Teiinae,dentary,1,1R,"bicuspid, slightly eroded tooth crown",100,,crown
41229,27503,1A,92.5,90,95,2B10,lizard,,,dentary,1,1L,missing crowns,25,,crown
41229,27504,1A,92.5,90,95,2B10,lizard,,,femur,1,1R,,100,,
41229,27505,1A,92.5,90,95,2B10,lizard,Phrynosomatidae,Phrynosoma,frontal,1,,,50,,
41229,27506,1A,92.5,90,95,2B10,lizard,Phrynosomatidae,cf. Sceloporus,frontal,1,,,75,,
41229,27507,1A,92.5,90,95,2B10,lizard,,,humerus,1,1L,,100,,
41229,27508,1A,92.5,90,95,2B10,lizard,,,humerus,1,1R,,100,,
41229,27509,1A,92.5,90,95,2B10,lizard,,,humerus,1,1L,,50,,
41229,27510,1A,92.5,90,95,2B10,lizard,Teiidae,Teiinae,maxilla,1,1R,"bicuspid, slightly eroded tooth crown",100,,crown
41229,27511,1A,92.5,90,95,2B10,lizard,Teiidae,Teiinae,maxilla,1,1R,bicuspid,25,,none
41229,27512,1A,92.5,90,95,2B10,lizard,Phrynosomatidae,,maxilla,1,1L,"tricuspid, slightly eroded tooth crowns",25,,crown
41229,27513,1A,92.5,90,95,2B10,lizard,Crotaphytidae,,maxilla,1,1L,"eroded crown, lateral sculpturing",25,,crown
41229,27514,1A,92.5,90,95,2B10,lizard,Scincidae,Scincinae,maxilla,1,1L,unicuspid,25,,none
41229,27515,1A,92.5,90,95,2B10,lizard,,,maxilla,1,1L,"tricuspid, slightly eroded tooth crowns",25,,crown
41229,27516,1A,92.5,90,95,2B10,lizard,Phrynosomatidae,,maxilla,1,1R,"tricuspid, slightly eroded tooth crowns",75,,crown
41229,27517,1A,92.5,90,95,2B10,lizard,Anguidae,,osteoderm,1,,,,,
41229,27518,1A,92.5,90,95,2B10,lizard,Phrynosomatidae,,parietal,1,,,50,,
41229,27519,1A,92.5,90,95,2B10,lizard,,,parietal,1,,fragment,50,,
41229,27520,1A,92.5,90,95,2B10,lizard,Phrynosomatidae,Phrynosoma cornutum,parietal,1,,horn fragment,0,,
41229,27521,1A,92.5,90,95,2B10,lizard,,,pelvis,1,1R,,75,,
41229,27522,1A,92.5,90,95,2B10,lizard,Phrynosomatidae,cf. Sceloporinae,postorbital,1,,,100,,
41229,27523,1A,92.5,90,95,2B10,lizard,Phrynosomatidae,Sceloporinae,premaxilla,1,,,100,,
41229,27524,1A,92.5,90,95,2B10,lizard,Teiidae,Teiinae,pterygoid,1,1L,,100,,
41229,27525,1A,92.5,90,95,2B10,lizard,Phrynosomatidae,Sceloporinae,quadrate,1,1L,,100,,
41229,27526,1A,92.5,90,95,2B10,lizard,,,braincase,1,,sphenoid,,,
41229,27527,1A,92.5,90,95,2B10,lizard,Phrynosomatidae,Phrynosoma cf. cornutum ,squamosal,1,1L,two long horns,75,,
41229,27528,1A,92.5,90,95,2B10,lizard,Phrynosomatidae,Phrynosoma,squamosal,1,,one med size horn,25,,
41229,27529,1A,92.5,90,95,2B10,lizard,Phrynosomatidae,Phrynosoma,squamosal,1,,"2 med size horns, eroded bone",50,,shaft
41229,27530,1A,92.5,90,95,2B10,lizard,,,braincase,1,,supraoccipital,,,
41229,27531,1A,92.5,90,95,2B10,lizard,Phrynosomatidae,Morphotype A,surangular_articular,1,1L,,50,,
41229,27532,1A,92.5,90,95,2B10,lizard,,,vertebra,15,,,,,
41229,27533,1A,92.5,90,95,2B10,lizard,,,braincase,1,,sphenoid,,,
41229,27534,1A,92.5,90,95,2B10,lizard,Teiidae,Teiinae,postorbitofrontal,1,1L,,100,,
41229,27535,1B,92.5,90,95,2B10,lizard,,,femur,1,1R,,100,,
41229,27536,1B,92.5,90,95,2B10,lizard,,,humerus,1,1R,,100,,
41229,27537,1B,92.5,90,95,2B10,lizard,,,pelvis,1,1L,,75,,
41229,27538,1B,92.5,90,95,2B10,lizard,,,pelvis,1,1L,,75,,
41229,27539,1B,92.5,90,95,2B10,lizard,Phrynosomatidae,Phrynosoma cf. cornutum ,surangular,1,1L,horns on lat surface,75,,
41229,27540,1B,92.5,90,95,2B10,lizard,Phrynosomatidae,Phrynosoma cf. cornutum ,squamosal,1,1L,2 long horns 1 small,100,,
41229,27541,1B,92.5,90,95,2B10,lizard,,,vertebra,12,,,,,
41229,27542,1D,92.5,90,95,2B10,lizard,,,femur,1,1R,,100,,
41229,27543,1D,92.5,90,95,2B10,lizard,,,scapulocorocoid,1,1L,,50,,
41229,27544,1D,92.5,90,95,2B10,lizard,,,vertebra,9,,,,,
41229,27545,1,97.5,95,100,2B11,lizard,Teiidae,Teiinae,dentary,1,1L,bicuspid some tricuspid,100,,none
41229,27546,1,97.5,95,100,2B11,lizard,Scincidae,Scincinae,dentary,1,1L,"unicuspid, deep gutter",75,,none
41229,27547,1,97.5,95,100,2B11,lizard,Phrynosomatidae,,dentary,1,1R,eroded tooth shaft and crown,75,,shaft
41229,27548,1,97.5,95,100,2B11,lizard,,,humerus,1,,,25,,
41229,27549,1,97.5,95,100,2B11,lizard,Phrynosomatidae,Phrynosoma cornutum,parietal,1,1R,1 long horn,50,,
41229,27550,1,97.5,95,100,2B11,lizard,,,pelvis,1,1R,,75,,
41229,27551,1,97.5,95,100,2B11,lizard,,,vertebra,3,,,,,
41229,27552,1A,97.5,95,100,2B11,lizard,,,dentary,1,1R,missing crowns,25,,crown
41229,27553,1A,97.5,95,100,2B11,lizard,,,dentary,1,1R,"tricuspid, slightly eroded tooth crowns",25,,crown
41229,27554,1A,97.5,95,100,2B11,lizard,Phrynosomatidae,,dentary,1,1R,eroded tooth shaft and crown,25,,shaft
41229,27555,1A,97.5,95,100,2B11,lizard,Phrynosomatidae,Phrynosoma,maxilla,1,1L,,100,,none
41229,27556,1A,97.5,95,100,2B11,lizard,Phrynosomatidae,Phrynosoma,maxilla,1,1R,,100,,none
41229,27557,1A,97.5,95,100,2B11,lizard,Phrynosomatidae,,parietal,1,,,100,,
41229,27558,1A,97.5,95,100,2B11,lizard,,,vertebra,3,,,,,
41229,27559,1B,97.5,95,100,2B11,lizard,Phrynosomatidae,,frontal,1,,,75,,
41229,27560,1B,97.5,95,100,2B11,lizard,Teiidae,Teiinae,prefrontal,1,1R,,100,,
41229,27561,1B,97.5,95,100,2B11,lizard,,,tibia,1,,,100,,
41229,27562,1B,97.5,95,100,2B11,lizard,,,vertebra,16,,,,,
41229,27563,1D,97.5,95,100,2B11,lizard,Anguidae,cf. Gerrhonotus,dentary,1,1R,"recurved chissel teeth, free ims",50,,none
41229,27564,1D,97.5,95,100,2B11,lizard,Phrynosomatidae,Phrynosoma cf. cornutum,dentary,1,1R,open mk,50,,none
41229,27565,1D,97.5,95,100,2B11,lizard,Phrynosomatidae,Phrynosoma cf. cornutum,dentary,1,1L,"tubercle, open mk",25,,none
41229,27566,1D,97.5,95,100,2B11,lizard,Phrynosomatidae,Phrynosoma cornutum,frontal,1,,,100,,
41229,27567,1D,97.5,95,100,2B11,lizard,,,humerus,1,1L,,100,,
41229,27568,1D,97.5,95,100,2B11,lizard,Phrynosomatidae,,maxilla,1,1R,"tricuspid, slightly eroded tooth crowns",100,,crown
41229,27569,1D,97.5,95,100,2B11,lizard,,,maxilla,1,1L,coroded teeth and bone,75,,shaft
41229,27570,1D,97.5,95,100,2B11,lizard,Anguidae,,osteoderm,1,,,,,
41229,27571,1D,97.5,95,100,2B11,lizard,,,pelvis,1,1L,,100,,
41229,27572,1D,97.5,95,100,2B11,lizard,,,vertebra,2,,,,,
41229,27573,1D,97.5,95,100,2B11,lizard,Phrynosomatidae,Phrynosoma,postorbital,1,1R,,75,,
41229,27574,1,102.5,100,105,2B12,lizard,Phrynosomatidae,,dentary,1,1L,"slightly tricuspid, slightly eroded tooth crowns",50,,crown
41229,27575,1,102.5,100,105,2B12,lizard,Crotaphytidae,,dentary,1,1L,"tricuspid, slightly eroded tooth crowns, wide teeth, wide sup mk lip",100,,crown
41229,27576,1,102.5,100,105,2B12,lizard,Phrynosomatidae,,dentary,1,1R,"tricuspid, slightly eroded tooth crowns",25,,crown
41229,27577,1,102.5,100,105,2B12,lizard,,,humerus,1,1L,,100,,
41229,27578,1,102.5,100,105,2B12,lizard,Phrynosomatidae,,maxilla,1,1L,"slightly tricuspid, slightly eroded tooth crowns",100,,crown
41229,27579,1,102.5,100,105,2B12,lizard,,,tibia,1,,,100,,
41229,27580,1,102.5,100,105,2B12,lizard,,,vertebra,5,,,,,
41229,27581,1A,102.5,100,105,2B12,lizard,Phrynosomatidae,,coronoid,1,1L,,100,,
41229,27582,1A,102.5,100,105,2B12,lizard,Phrynosomatidae,,dentary,1,1L,"tricuspid, slightly eroded tooth crowns and shaft",100,,shaft
41229,27583,1A,102.5,100,105,2B12,lizard,,,femur,1,1L,,100,,
