Locality_Num,Catalogue_Num,Pit,Level_mean,Level_min,Level_max,Drawer,Higher_Classification,Family,MS_classification,Element,NISP,Details,Notes,Quadrant,GMM?,TeethCorrosion
41229,20,1,7.5,0,15,2A1,lizard,Phrynosomatidae,,dentary,1,1L,",frag. 18 tooth positions, posterior teeth tricuspid",75,No,
41229,292,1,157.5,150,165,2D1,lizard,Phrynosomatidae,,dentary,1,1L,"tricuspid, slightly eroded tooth crowns",50,,crown
41229,534,1B,127.5,125,130,2C3,lizard,Phrynosomatidae,Phrynosoma cornutum,frontal,1,,,100,,
41229,535,1B,187.5,185,190,2D12,lizard,Phrynosomatidae,Phrynosoma douglasii species complex,parietal,1,,,100,,
41229,590,1A,97.5,95,100,2B11,lizard,Phrynosomatidae,Phrynosoma cornutum,frontal,1,,,100,,
41229,626,1A,57.5,55,60,2A14,lizard,Phrynosomatidae,Phrynosoma cornutum,parietal,1,,"R horn frag, long",25,,
41229,627,1A,57.5,55,60,2A14,lizard,Phrynosomatidae,Phrynosoma cornutum,frontal,1,1L,,50,,
41229,698,1,67.5,65,70,2A16,lizard,Phrynosomatidae,Phrynosoma cornutum,parietal,1,,2 long horns with 1 small middle,100,,
41229,799,1,87.5,85,90,2B7,lizard,Phrynosomatidae,Phrynosoma cf. cornutum,jugal,1,1L,,100,,
41229,800,1,87.5,85,90,2B7,lizard,Phrynosomatidae,Phrynosoma,parietal,1,,missing horns,50,,
41229,873,1,117.5,115,120,2B17,lizard,Phrynosomatidae,Phrynosoma cf. cornutum,squamosal,1,1L,3 long horns,100,,
41229,945,1,132.5,130,135,2C5,lizard,Phrynosomatidae,Phrynosoma cornutum,parietal,1,,"1 small middle horn, horns broken",100,,
41229,946,1,132.5,130,135,2C5,lizard,Phrynosomatidae,Phrynosoma cornutum,frontal,1,,bumpy dorsal surface,100,,
41229,1027,1,67.5,65,70,2A16,lizard,Phrynosomatidae,Phrynosoma cornutum,frontal,1,,,50,,
41229,1028,1,67.5,65,70,2A16,lizard,Phrynosomatidae,Phrynosoma cornutum,parietal,1,1L,long horn with small middle horn,25,,
41229,1071,1A,162.5,160,165,2D6,lizard,Phrynosomatidae,Phrynosoma,squamosal,1,,horn,25,,
41229,1131,1B,102.5,100,105,2B12,lizard,Phrynosomatidae,Phrynosoma cornutum,parietal,1,1R,horn fragment,0,,
41229,1271,1A,37.5,35,40,2A9,lizard,Phrynosomatidae,Phrynosoma,parietal,1,,horn? fragment,,,
41229,4119,1A,117.5,115,120,2B17,lizard,Phrynosomatidae,Phrynosoma cornutum,parietal,1,1R,horn fragment,0,,
41229,5478,1C,27.5,25,30,2A6,lizard,Phrynosomatidae,Phrynosoma cornutum,parietal,1,,2 long horns with 1 middle,75,,
41229,5499,1B,42.5,40,45,2A10,lizard,Phrynosomatidae,Phrynosoma cornutum,surangular_articular,1,1L,id as squamosal,50,,
41229,5995,1C,237.5,235,240,2.00E+10,lizard,Phrynosomatidae,Phrynosoma douglasii species complex,squamosal,1,1R,3 short horns,75,,
41229,6181,1B,132.5,130,135,2C5,lizard,Phrynosomatidae,Phrynosoma,squamosal,1,,"fragment, 1 med size horn",25,,
41229,6223,1,82.5,80,85,2B5,lizard,Phrynosomatidae,Phrynosoma cf. cornutum,squamosal,1,1L,3 long horns,100,,
41229,6224,1,82.5,80,85,2B5,lizard,Phrynosomatidae,Phrynosoma cornutum,parietal,1,1L,long horn,50,,
41229,6282,1A,102.5,100,105,2B12,lizard,Anguidae,,osteoderm,1,,,,,
41229,6283,1A,102.5,100,105,2B12,lizard,Anguidae,,osteoderm,1,,,,,
41229,6307,1B,97.5,95,100,2B11,lizard,Phrynosomatidae,Phrynosoma cornutum,frontal,1,,,100,,
41229,6357,1B,97.5,95,100,2B11,lizard,Anguidae,,osteoderm,1,,,,,
41229,6532,1B,122.5,120,125,2C2,lizard,Phrynosomatidae,Phrynosoma cornutum,frontal,1,,,75,,
41229,6626,1C,222.5,220,225,2.00E+07,lizard,Anguidae,,osteoderm,1,,,,,
41229,6875,1,17.5,15,20,2A5,lizard,Phrynosomatidae,Phrynosoma cf. cornutum,squamosal,1,1L,2 long horns,75,,
41229,7132,1A,47.5,45,50,2A11,lizard,Phrynosomatidae,Phrynosoma cornutum,parietal,1,,large L horn,50,,
41229,7133,1A,47.5,45,50,2A11,lizard,Phrynosomatidae,Phrynosoma cf. cornutum,squamosal,1,,small L horn,25,,
41229,7134,1A,47.5,45,50,2A11,lizard,Phrynosomatidae,Phrynosoma cornutum,parietal,1,,large R horn,50,,
41229,7214,1,72.5,70,75,2B2,lizard,Phrynosomatidae,Phrynosoma cornutum,parietal,1,,horn fragment,,,
41229,7805,1B,22.5,20,25,2A5,lizard,Phrynosomatidae,Phrynosoma,frontal,1,,middle fragment,0,,
41229,8093,1,42.5,40,45,2A10,lizard,Crotaphytidae,,maxilla,1,1L,"unicuspid frag, wide teeth, eroded crowns",75,,crown
41229,8094,1,42.5,40,45,2A10,lizard,Crotaphytidae,,dentary,1,1R,"unicuspid frag, wide sup mk lip, eroded crowns",25,,
41229,8120,1,62.5,60,65,2A15,lizard,Phrynosomatidae,Phrynosoma cf. cornutum,surangular,1,1L,3 horns,50,,
41229,8195,1,62.5,60,65,2A15,lizard,Phrynosomatidae,cf. Sceloporus,dentary,1,1L,"id as Crotaphytus, slender tricuspid teeth",100,,none
41229,8227,1A,7.5,5,10,2A2,lizard,Phrynosomatidae,Phrynosoma,braincase,1,,complete,,,
41229,8510,1B,87.5,85,90,2B7,lizard,Crotaphytidae,,dentary,1,1R,"wide teeth, tricuspid",25,,none
41229,8994,1A,22.5,20,25,2A5,lizard,Phrynosomatidae,Phrynosoma cornutum,parietal,1,,2 long horns with 1 middle,100,,
41229,8995,1A,22.5,20,25,2A5,lizard,Phrynosomatidae,Phrynosoma cf. cornutum,squamosal,1,1L,"1 long horn, 1 broken",75,,
41229,9058,1B,82.5,80,85,2B5,lizard,Phrynosomatidae,Phrynosoma,parietal,1,1R,,25,,
41229,9242,1,27.5,25,30,2A6,lizard,Phrynosomatidae,Phrynosoma cf. cornutum,squamosal,1,1R,2 long horns,75,,
41229,9848,1B,72.5,70,75,2B2,lizard,,,jugal?,1,1L,"previous id ""Phrynosoma jugal""; not convinced of id",,,
41229,9917,1D,72.5,70,75,2B2,lizard,Anguidae,Gerrhonotus,maxilla,1,1L,previously id'ed as Crotaphytus,75,,none
41229,10023,1,32.5,30,35,2A8,lizard,Phrynosomatidae,Phrynosoma,parietal,1,,horn? fragment,,,
41229,10024,1,32.5,30,35,2A8,lizard,Phrynosomatidae,Phrynosoma cornutum,surangular_articular,1,1L,,75,,
41229,10126,1D,67.5,65,70,2A16,lizard,Phrynosomatidae,Phrynosoma cornutum,frontal,1,,in 2 pieces,100,,
41229,10177,1C,27.5,25,30,2A6,lizard,Phrynosomatidae,Phrynosoma cornutum,parietal,1,,horn,0,,
41229,10178,1C,67.5,65,70,2A16,lizard,Phrynosomatidae,Phrynosoma cf. cornutum,surangular,1,1L,,75,,
41229,10525,1,107.5,105,110,2B14,lizard,Phrynosomatidae,Phrynosoma,squamosal,1,,1 small horn,25,,
41229,10883,1D/E,222.5,220,225,2.00E+07,lizard,Phrynosomatidae,Phrynosoma douglasii species complex,parietal,1,,,100,,
41229,10884,1D/E,222.5,220,225,2.00E+07,lizard,Phrynosomatidae,cf. Phrynosoma douglasii species complex,frontal,1,1R,,25,,
41229,10885,1D/E,222.5,220,225,2.00E+07,lizard,Phrynosomatidae,Phrynosoma douglasii species complex,squamosal,1,1R,3 short horns,75,,
41229,10886,1D/E,222.5,220,225,2.00E+07,lizard,Phrynosomatidae,Phrynosoma douglasii species complex,squamosal,1,1L,2 short horns,75,,
41229,10970,1D/E,217.5,215,220,2.00E+06,lizard,Phrynosomatidae,Phrynosoma douglasii species complex,squamosal,1,1L,2 short horns,75,,
41229,11075,1D,232.5,230,235,2.00E+09,lizard,Phrynosomatidae,Phrynosoma douglasii species complex,frontal,1,,,100,,
41229,11076,1D,232.5,230,235,2.00E+09,lizard,Phrynosomatidae,Phrynosoma douglasii species complex,frontal,1,,burned,75,,
41229,11077,1D,232.5,230,235,2.00E+09,lizard,Phrynosomatidae,Phrynosoma douglasii species complex,frontal,2,,in 2 pieces,50,,
41229,11078,1D,232.5,230,235,2.00E+09,lizard,Phrynosomatidae,Phrynosoma douglasii species complex,frontal,1,,,75,,
41229,11079,1D,232.5,230,235,2.00E+09,lizard,Phrynosomatidae,Phrynosoma douglasii species complex,squamosal,1,1L,3 short horns,75,,
41229,11091,1D/E,197.5,195,200,2D15,lizard,Phrynosomatidae,cf. Phrynosoma douglasii species complex,dentary,1,1L,"unicuspid,  some missing crowns, closed mk, no tubercle",100,,shaft
41229,11092,1D/E,197.5,195,200,2D15,lizard,Phrynosomatidae,,dentary,1,1L,"tricuspid, slightly eroded tooth crowns",75,,crown
41229,11093,1D/E,197.5,195,200,2D15,lizard,Phrynosomatidae,cf. Phrynosoma douglasii species complex,dentary,1,1R,"eroded crown and some tooth shafts, no tubercle",50,,shaft
41229,11214,1D/E,207.5,205,210,2.00E+03,lizard,Phrynosomatidae,Phrynosoma douglasii species complex,frontal,1,1,,75,,
41229,11215,1D/E,207.5,205,210,2.00E+03,lizard,Phrynosomatidae,Phrynosoma douglasii species complex,frontal,1,1,,50,,
41229,11216,1D/E,207.5,205,210,2.00E+03,lizard,Phrynosomatidae,Phrynosoma douglasii species complex,frontal,1,1,,75,,
41229,11217,1D/E,207.5,205,210,2.00E+03,lizard,Phrynosomatidae,Phrynosoma douglasii species complex,frontal,1,1,,25,,
41229,11253,1D,262.5,260,265,2.00E+13,lizard,Phrynosomatidae,Phrynosoma douglasii species complex,frontal,1,,,100,,
41229,11254,1E,142.5,140,145,2C9,lizard,Phrynosomatidae,Phrynosoma cornutum,parietal,1,1R,1 long horn,25,,
41229,11255,1E,142.5,140,145,2C9,lizard,Phrynosomatidae,Phrynosoma cornutum,frontal,1,,bumpy dorsal surface,100,,
41229,11256,1E,142.5,140,145,2C9,lizard,Phrynosomatidae,Phrynosoma cornutum,frontal,1,,bumpy dorsal surface,75,,
41229,11257,1E,142.5,140,145,2C9,lizard,Phrynosomatidae,Phrynosoma cf. cornutum,squamosal,1,1R,3 long horns,100,,
41229,11627,1E,107.5,105,110,2B14,lizard,Phrynosomatidae,Phrynosoma cornutum,parietal,1,,horn fragment,0,,
41229,12032,1D,117.5,115,120,2B17,lizard,Phrynosomatidae,Phrynosoma cornutum,parietal,1,1R,"1 long horn,fragment",50,,
41229,25229,1,142.5,140,145,2C9,lizard,,,humerus,1,distal frag,,,,
41229,25557,1D/E,212.5,210,215,2.00E+05,lizard,,,vertebra,204,,,,,
41229,25558,1D/E,212.5,210,215,2.00E+05,lizard,,,vertebra,186,,,,,
41229,25559,1D/E,212.5,210,215,2.00E+05,lizard,,,axis,6,,,,,
41229,25560,1D/E,212.5,210,215,2.00E+05,lizard,,,braincase,1,,sphenoid,,,
41229,25561,1D/E,212.5,210,215,2.00E+05,lizard,Pleurodonta cf. Phrynosomatidae,,coronoid,1,1R,,75,,
41229,25562,1D/E,212.5,210,215,2.00E+05,lizard,,,nasal,1,,,100,,
41229,25563,1D/E,212.5,210,215,2.00E+05,lizard,,,tibia,1,,,100,,
41229,25564,1D/E,212.5,210,215,2.00E+05,lizard,,,metacarpals_metatarsals,5,,,,,
41229,25565,1D/E,212.5,210,215,2.00E+05,lizard,,,humerus,8,8L,,100,,
41229,25566,1D/E,212.5,210,215,2.00E+05,lizard,,,humerus,4,4R,,100,,
41229,25567,1D/E,212.5,210,215,2.00E+05,lizard,,,femur,2,2L,,75,,
41229,25568,1D/E,212.5,210,215,2.00E+05,lizard,,,femur,7,7R,,100,,
41229,25569,1D/E,212.5,210,215,2.00E+05,lizard,,,pelvis,4,4L,,50,,
41229,25570,1D/E,212.5,210,215,2.00E+05,lizard,,,pelvis,3,3R,,50,,
41229,25571,1D/E,212.5,210,215,2.00E+05,lizard,,,vertebra,121,,,,,
41229,25572,1D/E,212.5,210,215,2.00E+05,lizard,,,humerus,1,1L,,100,,
41229,25573,1D/E,212.5,210,215,2.00E+05,lizard,,,femur,4,4R,,75,,
41229,25574,1D/E,212.5,210,215,2.00E+05,lizard,,,radius,1,,,75,,
41229,25575,1D/E,212.5,210,215,2.00E+05,lizard,Phrynosomatidae,,coronoid,1,1L,,75,,
41229,25576,1D/E,212.5,210,215,2.00E+05,lizard,,,braincase,1,,sphenoid burned,,,
41229,25577,1D/E,212.5,210,215,2.00E+05,lizard,,,tibia,1,,,75,,
41229,25578,1D/E,212.5,210,215,2.00E+05,lizard,Crotaphytidae,,coronoid,1,1R,,75,,
41229,25579,1D/E,212.5,210,215,2.00E+05,lizard,Crotaphytidae,,quadrate,1,1L,,100,,
41229,25580,1D/E,212.5,210,215,2.00E+05,lizard,,,braincase,1,,basioccipital,,,
41229,25581,1D/E,212.5,210,215,2.00E+05,lizard,,,metacarpals_metatarsals,1,,,,,
41229,25582,1D/E,212.5,210,215,2.00E+05,lizard,Anguidae,Ophisaurus,quadrate,1,1R,,100,,
41229,25583,1D/E,212.5,210,215,2.00E+05,lizard,,,braincase,2,2L,otooccipital,,,
41229,25584,1D/E,212.5,210,215,2.00E+05,lizard,Phrynosomatidae,cf. Callisaurini,postorbital,1,,,100,,
41229,25585,1D/E,212.5,210,215,2.00E+05,lizard,Anguidae,Ophisaurus,quadrate,1,1R,,100,,
41229,25586,1D/E,212.5,210,215,2.00E+05,lizard,Phrynosomatidae,Callisaurini,quadrate,1,1R,,100,,
41229,25587,1D/E,212.5,210,215,2.00E+05,lizard,,,scapulocorocoid,7,7L,,100,,
41229,25588,1D/E,212.5,210,215,2.00E+05,lizard,,,scapulocorocoid,6,6R,,100,,
41229,25589,1D/E,212.5,210,215,2.00E+05,lizard,,,pelvis,3,3R,,50,,
41229,25590,1D/E,212.5,210,215,2.00E+05,lizard,,,pelvis,5,5R,,25,,
41229,25591,1D/E,212.5,210,215,2.00E+05,lizard,Phrynosomatidae,cf. Sceloporinae,postorbital,1,,,75,,
41229,25592,1D/E,212.5,210,215,2.00E+05,lizard,Crotaphytidae,,ectopterygoid,1,,,100,,
41229,25593,1D/E,212.5,210,215,2.00E+05,lizard,,,interclavicle,4,,t shaped,100,,
41229,25594,1D/E,212.5,210,215,2.00E+05,lizard,,,braincase,4,,sphenoid,,,
41229,25595,1D/E,212.5,210,215,2.00E+05,lizard,,,braincase,1,,sphenoid deep pituitary fossa,,,
41229,25596,1D/E,212.5,210,215,2.00E+05,lizard,,,axis,1,,,,,
41229,25597,1D/E,212.5,210,215,2.00E+05,lizard,Anguidae,Ophisaurus,prefrontal,1,1L,,100,,
41229,25598,1D/E,212.5,210,215,2.00E+05,lizard,,,braincase,3,"1L,2R",otooccipital,,,
41229,25600,1D/E,212.5,210,215,2.00E+05,lizard,Anguidae,,osteoderm,15,,,,,
41229,25601,1D/E,212.5,210,215,2.00E+05,lizard,Phrynosomatidae,,pterygoid,1,1L,,75,,
41229,25602,1D/E,212.5,210,215,2.00E+05,lizard,Anguidae,Ophisaurus,pterygoid,1,1R,,50,,
41229,25603,1D/E,212.5,210,215,2.00E+05,lizard,Phrynosomatidae,,jugal,1,1L,,100,,
41229,25604,1D/E,212.5,210,215,2.00E+05,lizard,Phrynosomatidae,,jugal,4,4R,,100,,
41229,25605,1D/E,212.5,210,215,2.00E+05,lizard,Crotaphytidae,,jugal,1,1L,,50,,
41229,25606,1D/E,212.5,210,215,2.00E+05,lizard,Phrynosomatidae,Phrynosoma douglasii species complex,jugal,1,1R,burned,75,,
41229,25607,1D/E,212.5,210,215,2.00E+05,lizard,Phrynosomatidae,Phrynosoma douglasii species complex,squamosal,1,1R,"2 short horns, burned",50,,
41229,25608,1D/E,212.5,210,215,2.00E+05,lizard,Scincidae,Scincinae,frontal,1,1R,,75,,
41229,25609,1D/E,212.5,210,215,2.00E+05,lizard,Phrynosomatidae,Morphotype A,surangular_articular,4,4L,,100,,
41229,25610,1D/E,212.5,210,215,2.00E+05,lizard,Phrynosomatidae,Morphotype A,surangular_articular,5,5R,1 burned,100,,
41229,25611,1D/E,212.5,210,215,2.00E+05,lizard,,,surangular,1,1L,,100,,
41229,25612,1D/E,212.5,210,215,2.00E+05,lizard,,,articular,1,1R,,50,,
41229,25613,1D/E,212.5,210,215,2.00E+05,lizard,Crotaphytidae,,articular,1,1L,,50,,
41229,25614,1D/E,212.5,210,215,2.00E+05,lizard,Phrynosomatidae,,frontal,5,,,100,,
41229,25615,1D/E,212.5,210,215,2.00E+05,lizard,Pleurodonta,,frontal,2,,,50,,
41229,25616,1D/E,212.5,210,215,2.00E+05,lizard,Phrynosomatidae,,parietal,1,,,100,,
41229,25617,1D/E,212.5,210,215,2.00E+05,lizard,,,scapulocorocoid,2,2L,,75,,
41229,25618,1D/E,212.5,210,215,2.00E+05,lizard,Phrynosomatidae,Callisaurini,premaxilla,2,,,50,,
41229,25619,1D/E,212.5,210,215,2.00E+05,lizard,Scincidae,Scincinae,parietal,1,,,75,,
41229,25620,1D/E,212.5,210,215,2.00E+05,lizard,Phrynosomatidae,cf. Phrynosoma douglasii species complex,dentary,1,1L,"1 tooth missing top, closed mk, no tubercle",75,,shaft
41229,25621,1D/E,212.5,210,215,2.00E+05,lizard,Phrynosomatidae,,dentary,1,1L,missing most teeth,50,,crown
41229,25622,1D/E,212.5,210,215,2.00E+05,lizard,Phrynosomatidae,,dentary,1,1R,,75,,crown
41229,25623,1D/E,212.5,210,215,2.00E+05,lizard,Phrynosomatidae,,dentary,1,1L,,25,,none
41229,25624,1D/E,212.5,210,215,2.00E+05,lizard,Phrynosomatidae,,dentary,1,1R,,25,,shaft
41229,25625,1D/E,212.5,210,215,2.00E+05,lizard,Scincidae,Scincinae,dentary,1,1L,,25,,shaft
41229,25626,1D/E,212.5,210,215,2.00E+05,lizard,Phrynosomatidae,,maxilla,1,1L,,50,,shaft
41229,25627,1D/E,212.5,210,215,2.00E+05,lizard,Phrynosomatidae,,maxilla,1,1R,,75,,shaft
41229,25628,1D/E,212.5,210,215,2.00E+05,lizard,Crotaphytidae,,maxilla,1,1L,,50,,none
41229,25629,1D/E,212.5,210,215,2.00E+05,lizard,Phrynosomatidae,cf. Phrynosoma,maxilla,1,1L,,75,,shaft
41229,25630,1D/E,212.5,210,215,2.00E+05,lizard,cf. Anguidae,,maxilla,1,1R,,25,,none
41229,25631,1D/E,212.5,210,215,2.00E+05,lizard,Crotaphytidae,,maxilla,1,1R,,25,,none
41229,25719,1D/E,212.5,210,215,2.00E+05,lizard,,,vertebra,29,,,,,
41229,25720,1D/E,212.5,210,215,2.00E+05,lizard,,,vertebra,26,,,,,
41229,25721,1D/E,212.5,210,215,2.00E+05,lizard,,,braincase,1,,,,,
41229,25722,1D/E,212.5,210,215,2.00E+05,lizard,,,vertebra,22,,,,,
41229,25723,1D/E,212.5,210,215,2.00E+05,lizard,,,pelvis,1,1R,,50,,
41229,25724,1D/E,212.5,210,215,2.00E+05,lizard,,,braincase,1,,,,,
41229,25725,1D/E,212.5,210,215,2.00E+05,lizard,Phrynosomatidae,Phrynosoma,premaxilla,1,,,100,,
41229,25726,1D/E,212.5,210,215,2.00E+05,lizard,Phrynosomatidae,Phrynosoma,maxilla,1,1L,,75,,none
41229,25727,1D/E,212.5,210,215,2.00E+05,lizard,Phrynosomatidae,cf. Phrynosoma douglasii species complex,dentary,1,1R,"closed mk, no tubercle",50,,none
41229,25728,1D/E,212.5,210,215,2.00E+05,lizard,Phrynosomatidae,,dentary,1,1L,,100,,crown
41229,25729,1D/E,212.5,210,215,2.00E+05,lizard,Phrynosomatidae,,maxilla,1,1R,,50,,none
41229,25730,1D/E,212.5,210,215,2.00E+05,lizard,Crotaphytidae,,maxilla,1,1L,,100,,none
41229,25731,1D/E,212.5,210,215,2.00E+05,lizard,Crotaphytidae,,dentary,1,1L,,75,,none
41229,25732,1D/E,212.5,210,215,2.00E+05,lizard,Scincidae,Scincinae,maxilla,1,1R,,100,,none
41229,25733,1D/E,212.5,210,215,2.00E+05,lizard,Scincidae,Scincinae,dentary,1,1R,,75,,shaft
41229,25747,1D/E,217.5,215,220,2.00E+06,lizard,Phrynosomatidae,,frontal,1,,,100,,
41229,25748,1D/E,217.5,215,220,2.00E+06,lizard,,,pelvis,1,1L,,50,,
41229,25749,1D/E,217.5,215,220,2.00E+06,lizard,Phrynosomatidae,,frontal,1,,,100,,
41229,25754,1D/E,217.5,215,220,2.00E+06,lizard,,,vertebra,19,,,,,
41229,25766,1D/E,217.5,215,220,2.00E+06,lizard,,,vertebra,13,,,,,
41229,25773,1D/E,217.5,215,220,2.00E+06,lizard,,,pelvis,1,1R,,50,,
41229,25774,1D/E,217.5,215,220,2.00E+06,lizard,cf. Scincidae,,braincase,1,,,,,
41229,25781,1D/E,217.5,215,220,2.00E+06,lizard,,,vertebra,14,,,,,
41229,25785,1D/E,217.5,215,220,2.00E+06,lizard,,,femur,4,4L,,100,,
41229,25786,1D/E,217.5,215,220,2.00E+06,lizard,,,femur,4,4R,,100,,
41229,25787,1D/E,217.5,215,220,2.00E+06,lizard,,,humerus,6,6L,,100,,
41229,25788,1D/E,217.5,215,220,2.00E+06,lizard,,,humerus,2,2R,,100,,
41229,25789,1D/E,217.5,215,220,2.00E+06,lizard,,,vertebra,17,,,,,
41229,25790,1D/E,217.5,215,220,2.00E+06,lizard,,,tibia,2,,,100,,
41229,25791,1D/E,217.5,215,220,2.00E+06,lizard,,,pelvis,1,1R,,75,,
41229,25792,1D/E,217.5,215,220,2.00E+06,lizard,Phrynosomatidae,,dentary,1,1L,,75,,crown
41229,25793,1D/E,217.5,215,220,2.00E+06,lizard,Phrynosomatidae,,dentary,1,1R,,100,,crown
41229,25794,1D/E,217.5,215,220,2.00E+06,lizard,Phrynosomatidae,,maxilla,1,1L,,75,,crown
41229,25795,1D/E,217.5,215,220,2.00E+06,lizard,Crotaphytidae,,maxilla,1,1R,pitted bone,50,,shaft
41229,25796,1D/E,217.5,215,220,2.00E+06,lizard,Crotaphytidae,,maxilla,1,1L,,25,,none
41229,25797,1D/E,217.5,215,220,2.00E+06,lizard,Crotaphytidae,,dentary,1,1R,,50,,shaft
41229,25798,1D/E,217.5,215,220,2.00E+06,lizard,Phrynosomatidae,cf. Phrynosoma douglasii species complex,dentary,1,1L,"closed mk, no tubercle",75,,none
41229,25799,1D/E,217.5,215,220,2.00E+06,lizard,Phrynosomatidae,,frontal,1,,,100,,
41229,25800,1D/E,217.5,215,220,2.00E+06,lizard,,,pelvis,1,1R,,50,,
41229,25801,1D/E,217.5,215,220,2.00E+06,lizard,,,scapulocorocoid,1,1L,,100,,
41229,25833,1D/E,217.5,215,220,2.00E+06,lizard,Crotaphytidae,,jugal,1,1L,,75,,
41229,25834,1D/E,217.5,215,220,2.00E+06,lizard,Phrynosomatidae,Phrynosoma douglasii species complex,parietal,1,,short horn,75,,
41229,25835,1D/E,217.5,215,220,2.00E+06,lizard,Phrynosomatidae,Phrynosoma douglasii species complex,squamosal,1,1L,2 short horns,75,,
41229,25836,1D/E,217.5,215,220,2.00E+06,lizard,Crotaphytidae,,parietal,1,,,75,,
41229,25837,1D/E,217.5,215,220,2.00E+06,lizard,Phrynosomatidae,,frontal,1,,,100,,
41229,25838,1D/E,217.5,215,220,2.00E+06,lizard,Phrynosomatidae,Morphotype B,surangular_articular,1,1L,,100,,
41229,25839,1D/E,217.5,215,220,2.00E+06,lizard,,,vertebra,1,,caudal vert,,,
41229,25840,1D/E,217.5,215,220,2.00E+06,lizard,Phrynosomatidae,cf. Phrynosoma,quadrate,1,1L,"missing part of conch, burned",100,,
41229,25841,1D/E,217.5,215,220,2.00E+06,lizard,,,humerus,7,7L,,100,,
41229,25842,1D/E,217.5,215,220,2.00E+06,lizard,Scincidae,Scincinae,frontal,1,1L,,50,,
41229,25843,1D/E,217.5,215,220,2.00E+06,lizard,Phrynosomatidae,,parietal,4,4L,,50,,
41229,25844,1D/E,217.5,215,220,2.00E+06,lizard,Phrynosomatidae,,parietal,1,1L,,50,,
41229,25845,1D/E,217.5,215,220,2.00E+06,lizard,Phrynosomatidae,,parietal,1,,,75,,
41229,25846,1D/E,217.5,215,220,2.00E+06,lizard,Phrynosomatidae,Phrynosoma douglasii species complex,jugal,1,1R,,100,,
41229,25847,1D/E,217.5,215,220,2.00E+06,lizard,Phrynosomatidae,,maxilla,1,1R,,100,,shaft
41229,25848,1D/E,217.5,215,220,2.00E+06,lizard,Phrynosomatidae,Phrynosoma,coronoid,1,1L,,100,,
41229,25849,1D/E,217.5,215,220,2.00E+06,lizard,,,pelvis,2,2L,,50,,
41229,25850,1D/E,217.5,215,220,2.00E+06,lizard,,,pelvis,3,3R,,75,,
41229,25851,1D/E,217.5,215,220,2.00E+06,lizard,,,tibia,2,,,100,,
41229,25852,1D/E,217.5,215,220,2.00E+06,lizard,,,axis,1,,,,,
41229,25853,1D/E,217.5,215,220,2.00E+06,lizard,Crotaphytidae,,surangular_articular,1,1L,,100,,
41229,25854,1D/E,217.5,215,220,2.00E+06,lizard,,,femur,2,2L,,25,,
41229,25855,1D/E,217.5,215,220,2.00E+06,lizard,,,femur,3,3R,,100,,
41229,25898,1C,217.5,215,220,2.00E+06,lizard,,,vertebra,7,,,,,
41229,25899,1C,217.5,215,220,2.00E+06,lizard,Phrynosomatidae,,frontal,1,,,75,,
41229,25900,1C,217.5,215,220,2.00E+06,lizard,,,femur,2,2L,,100,,
41229,25901,1C,217.5,215,220,2.00E+06,lizard,,,humerus,1,1L,,100,,
41229,25902,1C,217.5,215,220,2.00E+06,lizard,,,pelvis,3,3L,,50,,
41229,25903,1C,217.5,215,220,2.00E+06,lizard,Phrynosomatidae,Phrynosoma,quadrate,1,1L,,100,,
41229,25904,1C,217.5,215,220,2.00E+06,lizard,Scincidae,Scincinae,quadrate,1,1L,,100,,
41229,25930,1D/E,222.5,220,225,2.00E+07,lizard,,,vertebra,33,,,,,
41229,25931,1D/E,222.5,220,225,2.00E+07,lizard,Phrynosomatidae,,parietal,1,,,100,,
41229,25932,1D/E,222.5,220,225,2.00E+07,lizard,Phrynosomatidae,,frontal,1,,burned,100,,
41229,25933,1D/E,222.5,220,225,2.00E+07,lizard,cf. Phrynosomatidae,,frontal,1,1R,,100,,
41229,25934,1D/E,222.5,220,225,2.00E+07,lizard,,,pelvis,6,6L,,50,,
41229,25935,1D/E,222.5,220,225,2.00E+07,lizard,,,pelvis,7,7R,,50,,
41229,25936,1D/E,222.5,220,225,2.00E+07,lizard,Phrynosomatidae,,dentary,1,1L,,75,,crown
41229,25937,1D/E,222.5,220,225,2.00E+07,lizard,Phrynosomatidae,,dentary,1,1R,burned,75,,shaft
41229,25938,1D/E,222.5,220,225,2.00E+07,lizard,Phrynosomatidae,,maxilla,1,1L,,50,,none
41229,25939,1D/E,222.5,220,225,2.00E+07,lizard,Phrynosomatidae,cf. Phrynosoma douglasii species complex,dentary,1,1L,"closed mk, no tubercle",75,,crown
41229,25940,1D/E,222.5,220,225,2.00E+07,lizard,Phrynosomatidae,cf. Phrynosoma douglasii species complex,dentary,1,1R,"closed mk, no tubercle",50,,crown
41229,25941,1D/E,222.5,220,225,2.00E+07,lizard,Phrynosomatidae,Phrynosoma,maxilla,1,1L,,75,,none
41229,25942,1D/E,222.5,220,225,2.00E+07,lizard,Phrynosomatidae,Phrynosoma,maxilla,1,1R,,75,,shaft
41229,25943,1D/E,222.5,220,225,2.00E+07,lizard,Scincidae,Scincinae,maxilla,1,1R,,25,,none
41229,25944,1D/E,222.5,220,225,2.00E+07,lizard,Scincidae,Scincinae,maxilla,1,1R,,25,,none
